date,BTC,ETH,XRP,USDT,LINK,BCH,LTC,ADA,XLM,DOT,BNB,BSV,USDC,EOS,TRX,WBTC,XMR,XTZ,XEM,CRO,LEO,FIL,NEO,ATOM,DAI,VET,DASH,MIOTA,HT,REV,UNI,ZEC,ETC,AAVE,YFI,WAVES,BUSD,THETA,CEL,MKR,OMG,SNX,ONT,COMP,UMA,DOGE,FTT,KSM,ALGO,BAT
1/14/2020,8827.764426,165.9553586,0.234687095,1.00182079,2.389926503,350.2635082,58.47823476,0.041659576,0.052115024,,16.62612157,422.7356865,1.002370636,3.830654473,0.016720114,8870.663269,62.82190238,1.332198409,0.036066665,0.043701011,0.896067834,4.434300767,11.238228,4.539907704,1.001736527,0.006005781,88.69842952,0.210312384,3.238026495,0.036666457,,43.98142216,6.809737985,,,0.873233359,1.002014423,0.103586687,0.150711311,533.8690748,0.734798828,1.102843173,0.677149868,,,0.002470019,2.179442533,1.070480148,0.23072114,0.212436488
1/13/2020,8144.194517,144.2265911,0.212617096,1.003346925,2.192453269,267.5228141,49.73376765,0.036965963,0.04812161,,15.22727232,174.3273611,1.004319134,3.110310169,0.014706166,8131.624833,58.00568466,1.279499193,0.033051556,0.041209063,0.846821565,3.98631331,10.06161195,4.255968737,1.001172561,0.005440332,69.58311303,0.18885994,3.046270542,0.037243868,,38.36655479,5.496849724,,,0.864994576,1.003926284,0.097240867,0.144883408,482.2159845,0.674665782,1.024774853,0.608048229,,,0.002357752,2.160893927,1.29556623,0.228444967,0.187813655
1/12/2020,8192.494005,145.8739312,0.215633372,1.002477782,2.245192948,268.2370471,51.08073662,0.037690372,0.04831854,,15.32208315,165.0128011,1.004318012,3.191793212,0.014975511,8129.732124,59.32476492,1.310867106,0.033436694,0.041116383,0.870704626,4.317706634,10.26524877,4.262906674,1.00169236,0.005541266,66.30037133,0.19116662,3.092591527,0.037807746,,35.70854481,5.564110066,,,0.84765602,1.002929716,0.095045937,0.144163973,496.2257794,0.69051569,0.803165555,0.615588496,,,0.002380681,2.188941417,1.319051038,0.227305575,0.191303358
1/11/2020,8037.537389,142.9271145,0.211850916,1.000091124,2.28324698,260.679984,49.2637687,0.036825259,0.047546929,,14.94632753,150.7318754,1.00252928,2.9887149,0.014614431,8041.235684,58.45027201,1.305319637,0.033166115,0.040249412,0.859646768,4.050131133,9.721471497,4.275179932,1.002446491,0.005534524,63.40232191,0.191825518,3.156296068,0.036012279,,34.96761497,5.580108174,,,0.8540655,1.002008449,0.093564263,0.138211422,479.0594536,0.671188704,0.778097078,0.58580186,,,0.002313559,2.148563393,1.376600157,0.227080202,0.189747384
1/10/2020,8166.55414,143.9637812,0.212305883,1.001462133,2.223959343,270.7252675,48.72732772,0.036873731,0.046401745,,15.02582581,171.1642346,1.000821618,2.967971105,0.014614016,8128.756715,58.57402742,1.306260065,0.03246077,0.040458526,0.870496396,4.138169535,9.86252019,4.263614961,1.002167063,0.005451885,56.58627699,0.189611954,3.113522887,0.03809973,,33.6524193,5.335749278,,,0.827678948,1.000153431,0.094977425,0.146958284,476.6801175,0.663576493,0.88596857,0.566301492,,,0.002355722,2.229613512,1.381575397,0.226329638,0.187409494
1/9/2020,7879.071524,138.9791967,0.204898944,1.006573095,2.186048842,239.2226157,45.21593084,0.036358736,0.046457905,,14.49831409,117.7422946,1.007030824,2.763670226,0.014062784,7904.830018,59.19731538,1.289928839,0.033065173,0.038740524,0.869859852,3.983741565,9.440098675,4.263190643,1.005149047,0.005367325,50.89380588,0.178258342,3.064890606,0.037181005,,31.10243299,5.212575651,,,0.828726333,1.007460419,0.092371184,0.142712092,462.1171945,0.643735833,0.866689704,0.542696393,,,0.002256095,2.176740023,1.337736038,0.224519846,0.186360949
1/8/2020,8079.862777,141.2581344,0.209026312,1.00425258,2.183605777,241.0552184,45.65376714,0.036434728,0.048716802,,14.60293427,114.1733701,1.004603463,2.789379332,0.014069248,8099.642831,59.46417293,1.333609422,0.033344787,0.040191599,0.901527432,4.206836771,9.52566146,4.010638881,1.005968467,0.00552129,52.91685513,0.181100192,3.071544031,0.035352772,,30.97545402,4.97339561,,,0.855542855,1.00574425,0.097744676,0.14905057,484.5821036,0.663690077,0.937322038,0.555803525,,,0.002292894,2.185813802,1.391261611,0.229909124,0.184201826
1/7/2020,8163.692239,143.5439983,0.21391725,1.001723313,2.114097744,243.2584991,46.42458175,0.037046724,0.049838168,,15.00924995,114.0628108,0.999499895,2.853441633,0.014373224,8140.176342,58.8182957,1.298295,0.033782221,0.038218668,0.885717682,4.592199509,9.821853391,4.096040477,0.996011246,0.00559,54.81892612,0.18570229,3.139604082,0.038305038,,32.48559555,4.834597179,,,0.888910273,1.000728367,0.09589266,0.147558675,469.8860134,0.672665516,1.021527355,0.564425077,,,0.002432763,2.167915852,1.316966624,0.23093019,0.193378611
1/6/2020,7769.219039,144.3041537,0.22150997,1.00290252,1.937465531,244.5571986,45.81635344,0.037271953,0.049124389,,14.95780754,117.8140379,1.003119283,2.856386986,0.014548113,7792.345704,58.9709173,1.305486433,0.033313534,0.036529369,0.871699702,3.776859249,9.773406295,4.104942213,1.003021689,0.005734995,56.69977456,0.182896369,3.051777537,0.038719974,,32.8929604,5.046118912,,,0.89586983,1.001590933,0.099231409,0.140972764,464.4743693,0.683827804,0.923844465,0.583860428,,,0.002462966,2.190275569,1.309060212,0.242144715,0.19203196
1/5/2020,7411.317327,136.2767767,0.195537199,1.006196688,1.807786798,224.096524,43.55320636,0.03472142,0.045358617,,14.11101855,110.8650908,1.008496661,2.701631436,0.013622893,7401.396656,54.09689476,1.263569416,0.032362553,0.034618201,0.856982665,3.496338519,9.068814394,4.231877271,1.007635,0.005504315,51.47923094,0.173043608,2.938135861,0.040716003,,31.02127469,4.907899165,,,0.891762421,1.008207962,0.094288565,0.148531595,442.0890352,0.639749461,1.127347291,0.552064054,,,0.002419075,2.154870436,1.314474496,0.23165682,0.188897974
1/4/2020,7410.656566,135.0693713,0.19435532,1.00747231,1.840133389,226.0186907,43.32660811,0.034594729,0.046271619,,13.8915115,109.667095,1.009466062,2.667840556,0.013520808,7408.195332,50.53669533,1.261941513,0.032089914,0.03468852,0.851882845,3.270750145,9.152635189,4.286355926,1.007795304,0.005672855,46.45186541,0.174212744,2.91706674,0.041518383,,30.2386798,4.726842265,,,0.951026205,1.008474088,0.093745125,0.149607756,440.2470042,0.631290527,1.158291248,0.534763157,,,0.002241144,2.184714783,1.307908401,0.236382157,0.189890518
1/3/2020,7344.884183,134.1717125,0.193521139,1.004192448,1.809708317,222.4129724,42.41557491,0.034179635,0.045233621,,13.66045186,102.6099589,1.005272986,2.637661455,0.013434657,7341.852967,51.09203944,1.282224535,0.032122667,0.034666359,0.851478924,3.420579337,8.887546722,4.247897206,1.002185277,0.00533572,44.02196024,0.166859058,2.845196754,0.041323619,,28.61868139,4.576236736,,,0.957040952,1.004716956,0.08747176,0.146066383,433.5315521,0.62777703,1.149817073,0.528322442,,,0.002145376,2.209670919,1.204425345,0.228097582,0.187701221
1/2/2020,6985.470001,127.4101824,0.188042697,1.001565285,1.741143651,195.6985645,39.82301532,0.03275119,0.044112469,,13.02701071,92.83791266,1.005017006,2.462376546,0.012870104,7006.900347,45.74947149,1.241035532,0.031912157,0.032858419,0.821819815,4.459173593,8.493940305,4.091816698,0.99782306,0.00509731,40.22325885,0.158436045,2.748573826,0.041364556,,27.11807161,4.25588822,,,0.953234487,1.002926457,0.085025345,0.137938229,425.4354597,0.594923698,1.119914886,0.502870981,,,0.002008643,2.141853973,1.133374889,0.213517519,0.183821295
1/1/2020,7200.174393,130.8020081,0.192667425,0.999836098,1.806640244,204.397537,42.01772107,0.033457868,0.045450542,,13.68908341,97.20179884,1.004079232,2.597235992,0.013249639,7224.741243,45.75354162,1.370210158,0.032647938,0.033972697,0.819960111,3.84451974,8.848995964,4.38015818,1.000242569,0.00536658,41.86579029,0.161058149,2.815944517,0.041063748,,28.05016585,4.50279247,,,1.048180916,1.003360873,0.086963329,0.145698262,437.3314434,0.621579664,1.225691987,0.526597705,,,0.002032614,2.143432541,1.172906074,0.219937588,0.196129086
12/31/2019,7193.598978,129.6108594,0.192893953,0.999678562,1.769471296,204.6231748,41.34007395,0.032845067,0.045223959,,13.72764237,97.07882778,1.003729504,2.580685656,0.013305694,7204.771541,44.56788483,1.352256985,0.03211724,0.033576236,0.816284199,3.365806169,8.688424829,4.216716788,0.998045205,0.005240985,41.19519547,0.160135314,2.747598624,0.0413161,,27.62629553,4.496954595,,,1.009626952,1.003194602,0.087108492,0.141428852,430.9646386,0.606164036,1.226911547,0.519028688,,,0.002028363,2.14467447,1.171146662,0.217529526,0.181768352
12/30/2019,7292.995078,132.6334889,0.194474151,1.006175074,1.838973861,209.4047672,42.74733688,0.03359437,0.045954004,,13.94744201,96.97651129,1.009357724,2.645543809,0.013400423,7330.456031,46.49808477,1.3321276,0.031993593,0.033930311,0.816222621,3.705839169,9.020228717,4.190209451,1.007196378,0.005458362,42.57483964,0.16076446,2.791390414,0.041720754,,28.54732461,4.641164403,,,1.040928858,1.009295274,0.090849606,0.158431298,442.8895776,0.622850876,1.238255796,0.52957853,,,0.00205447,2.172854,1.187537041,0.226745726,0.190579617
12/29/2019,7422.652589,134.7579854,0.197050763,1.004210045,1.902404454,212.9558585,43.67065925,0.034283944,0.046215594,,14.15004465,100.3560397,1.005283336,2.692496987,0.013743453,7421.629389,46.82925912,1.312788232,0.0323681,0.034874832,0.823993377,3.742716753,9.253767931,4.267715884,1.003944202,0.005599928,44.75006979,0.168519093,2.812957861,0.04164644,,29.25174509,4.660552904,,,1.001088969,1.004818837,0.08752689,0.157213179,448.3142613,0.64192418,1.279833012,0.546943758,,,0.002068242,2.218596752,1.172787508,0.233667651,0.192579383
12/28/2019,7317.990034,128.3227117,0.1932222,1.000307374,1.874337562,206.4109736,42.84252238,0.033632129,0.045151396,,13.70541673,94.35094626,1.002401738,2.63051805,0.013514868,7356.904317,45.5486825,1.326829753,0.032814559,0.034016895,0.816963791,3.751728571,8.793992564,4.406040454,1.006780831,0.005688196,41.89127256,0.163544233,2.792593876,0.041424403,,28.20018153,4.420311466,,,1.041560826,1.002120559,0.088997734,0.157215811,430.7364375,0.624143179,1.231060047,0.532414743,,,0.002064249,2.179724455,1.184814254,0.233756865,0.185700054
12/27/2019,7290.088518,127.2146109,0.191102142,1.00580332,1.886505651,203.3274679,41.17817255,0.03309962,0.046085639,,13.36271963,90.57264697,1.008643959,2.580784157,0.013300023,7329.747574,45.34442609,1.383433637,0.032484089,0.03557581,0.82427182,4.155037586,8.780753762,4.52035241,1.008269184,0.005703175,39.87370635,0.163111204,2.784279922,0.041836784,,27.80414434,4.524920158,,,0.905172179,1.006871044,0.085914046,0.128820594,427.5562206,0.630009342,1.25715392,0.523244809,,,0.002052555,2.162532528,1.283299623,0.23005545,0.169650037
12/26/2019,7238.967025,126.3612229,0.19039414,1.003987512,1.86180003,188.561382,40.26603551,0.034281149,0.045100656,,13.20863644,87.62068957,1.005047837,2.526105755,0.013412185,7215.9742,45.30704103,1.37145505,0.031875941,0.035339277,0.839412474,4.110088542,8.559527872,4.578469145,1.004379643,0.005509773,40.16201463,0.15878867,2.778097296,0.041682917,,27.74337286,4.506410839,,,0.888184836,1.005505065,0.087542572,0.112660638,432.4760835,0.616407365,1.247928528,0.518270242,,,0.002057631,2.148802269,1.341114011,0.238972094,0.164700061
12/25/2019,7275.155728,126.4546376,0.190718904,1.004661139,1.804758387,187.177326,40.62956151,0.033727864,0.043440655,,13.17483942,86.80798821,1.012936169,2.506506136,0.013338634,7282.749095,46.50020841,1.414058884,0.032254744,0.034919892,0.823672812,3.011633608,8.692102717,4.302494715,1.010640586,0.005912897,41.247261,0.15750403,2.813892365,0.041506205,,27.70447762,4.079373493,,,0.859531154,1.011583164,0.092042526,0.109393885,434.8366299,0.614611978,1.278011246,0.517738847,,,0.002088424,2.162278875,1.576570962,0.229873349,0.163157212
12/24/2019,7322.532459,129.0638929,0.192198227,1.00858676,1.863120045,189.4975219,40.6780157,0.034161649,0.045083427,,13.44457125,87.60792891,1.010235717,2.559230488,0.013632888,7317.038923,46.20874968,1.495514347,0.032249225,0.0350033,0.817215851,5.512884026,8.777562924,4.423393184,1.010181515,0.006031264,42.0236288,0.157009805,2.861537493,0.042120304,,28.25501873,3.963841065,,,0.860605111,1.009443735,0.093193563,0.108794749,457.3390667,0.626849571,1.288312438,0.526558912,,,0.002072777,2.176572414,1.407963373,0.234055682,0.167215562
12/23/2019,7355.628267,128.6140889,0.190942674,1.012136363,1.876849935,190.5197611,40.84747457,0.033200096,0.044848901,,13.36903378,86.33729678,1.000582525,2.526039716,0.013842943,7357.784612,47.34355038,1.518838464,0.033723019,0.034992745,0.831275662,3.475406517,8.586373124,4.301660816,0.997307892,0.00590278,43.05043286,0.162561317,2.826447043,0.041863397,,28.39611756,4.008966525,,,0.870087114,1.003539376,0.090482209,0.09798016,460.9329706,0.631221195,1.282215052,0.522919078,,,0.00207284,2.197728347,1.247163635,0.240792846,0.164181902
12/22/2019,7511.589042,132.3725195,0.196977734,1.003886695,1.935425018,196.6617676,41.96519088,0.03446628,0.04729588,,13.83588058,88.03830555,1.002087852,2.541446844,0.014912879,7452.594525,47.45592608,1.467629199,0.033232407,0.035658609,0.87550598,5.038416838,8.915283195,4.268755425,0.999937035,0.005539131,44.34307769,0.166558522,2.857607359,0.042071706,,29.22312502,4.203782834,,,0.871579253,1.001737131,0.09734122,0.10178862,505.5081987,0.652834765,1.36287767,0.557654696,,,0.002115183,2.27782541,1.230128176,0.2492729,0.173439184
12/21/2019,7191.158469,128.1309493,0.194081908,1.005758367,1.873683067,187.7408752,39.99682869,0.033261976,0.04627669,,13.38065875,85.33881001,1.007746071,2.461184016,0.013601155,7184.960573,45.53125741,1.478465969,0.032058268,0.034098639,0.860464537,5.126331761,8.562038879,4.088250339,1.005011773,0.005351719,43.0477013,0.16332865,2.813319304,0.042243334,,28.50627738,4.102631963,,,0.915401262,1.007217418,0.09974448,0.083835984,490.6708986,0.652787044,1.309280108,0.542652085,,,0.0020837,2.162799459,1.201570282,0.240987192,0.168399392
12/20/2019,7218.816387,129.0660499,0.195315626,1.005841686,1.923433262,188.1712512,40.29015876,0.034004326,0.046269352,,13.57077905,88.52583611,1.005709073,2.500146685,0.01346447,7196.599937,47.05842252,1.599984894,0.032923298,0.035396619,0.854488206,5.323104804,8.654288754,4.314626071,1.003855345,0.005428399,43.52437801,0.164922379,2.761871258,0.04134873,,28.50505189,4.062996444,,,0.866651778,1.005220762,0.105874754,0.08342739,490.3483721,0.658789499,1.316980169,0.552080245,,,0.002074712,2.164663387,1.27051276,0.240631381,0.171327058
12/19/2019,7202.844364,129.32113,0.190819496,1.008568881,1.820492583,187.6325871,39.92029576,0.033250956,0.044963869,,13.44577911,85.5378445,1.009815435,2.470375229,0.013078312,7201.738309,47.86513032,1.514014946,0.03231942,0.033330678,0.849636611,3.551320961,8.667236073,4.288693662,1.007566516,0.005097189,43.53584793,0.164387215,2.717638797,0.041516821,,28.76745478,3.765040578,,,0.896059189,1.008746547,0.10771409,0.078661,481.3053221,0.638044059,1.338787602,0.546118987,,,0.002123308,2.051334792,1.230682599,0.231194176,0.168277281
12/18/2019,7276.80277,133.0921944,0.196176346,1.00612847,1.880721138,189.7341323,40.77854389,0.034462111,0.046013418,,13.53525981,86.3267269,1.00905113,2.462352814,0.01337648,7279.907521,47.93243428,1.596010635,0.033601032,0.03324557,0.878437379,3.676583994,8.804835643,4.304883844,1.001963049,0.005368386,44.51706018,0.159213707,2.692591765,0.041779363,,29.33428271,3.77651412,,,0.866805145,1.002981617,0.101247041,0.07500106,467.9538007,0.661810609,1.366903711,0.562023472,,,0.002182939,1.899817976,1.454394211,0.245779252,0.168435105
12/17/2019,6640.515246,122.6038881,0.183699254,0.993339339,1.756351631,177.4078927,37.08342904,0.031800468,0.044053052,,12.38694088,81.0123895,0.998725988,2.205229959,0.012477684,6636.991407,44.94410789,1.541221461,0.031042975,0.030571985,0.877390516,4.189562238,7.895672442,3.627315495,1.000816022,0.004642338,41.3719439,0.159694221,2.396174121,0.041508685,,27.75157933,3.472386695,,,0.875431579,1.000382825,0.094493652,0.060902881,415.1642452,0.591850229,1.257806037,0.524259287,,,0.002017735,1.809057847,1.748512194,0.220191448,0.155902139
12/16/2019,6932.48039,133.61403,0.207225103,1.003985914,1.98158301,197.1459176,40.37425893,0.03426911,0.048549353,,13.55878613,89.60107558,1.00361708,2.384239353,0.013489282,6945.435594,49.44870797,1.672759878,0.033951342,0.030874418,0.867595856,4.246078481,8.400094067,4.07994804,1.006222156,0.005080461,46.42060054,0.174811603,2.593444977,0.041820407,,29.71258395,3.699797269,,,0.779016591,1.006195865,0.091531842,0.070153538,461.6302442,0.661068053,1.323300426,0.56201195,,,0.002120576,1.865779253,1.955270063,0.245329096,0.175935791
12/15/2019,7152.301844,143.1149898,0.218601301,1.004616044,2.08684017,207.3648157,43.75682778,0.036653403,0.051398242,,14.49044624,93.48093857,1.005688555,2.573832091,0.01402825,7126.525066,50.92495616,1.677998962,0.035379955,0.030606676,0.875645621,4.737679248,8.963252049,4.494369838,1.003221314,0.00560697,51.03476167,0.188381988,2.725443312,0.041786371,,33.07176581,3.822692061,,,0.715646202,1.005836206,0.095522199,0.075297659,493.9568093,0.706309579,1.386246929,0.598962426,,,0.002153769,1.881203027,1.918205974,0.266729213,0.185313823
12/14/2019,7124.67397,142.8692272,0.217355795,1.006088137,2.010686083,207.4953583,43.72218612,0.036427132,0.051673364,,14.50501535,93.02855109,1.006865678,2.583053076,0.013942361,7159.081333,51.59382223,1.683660471,0.035291117,0.029833025,0.881439732,4.789403109,8.866505042,4.244492001,1.007594395,0.005483246,49.94343176,0.190683121,2.717364066,0.041519894,,32.31873398,3.820489654,,,0.677935643,1.007911636,0.088685392,0.068822003,508.6118042,0.712246649,1.405377703,0.590736118,,,0.002169691,1.873247582,1.935907706,0.255371974,0.180889782
12/13/2019,7269.684559,144.9447419,0.220754528,1.001751354,2.07731033,211.0898854,44.45057895,0.03710816,0.052990064,,14.87874379,93.37570646,1.003056376,2.626725421,0.014097696,7252.459016,52.61966975,1.767327462,0.035966675,0.029494622,0.886737035,4.576342892,8.914855216,3.98678584,1.003853815,0.005870776,50.71099601,0.194402726,2.782434469,0.041241793,,33.42284311,3.861161552,,,0.628390732,1.002406976,0.090144908,0.067553058,510.729428,0.712583588,1.368426827,0.613690375,,,0.002174952,1.905900395,1.746984178,0.273654857,0.188409446
12/12/2019,7243.134363,145.6040105,0.219859459,1.005837021,2.119071293,207.712041,44.08216995,0.036723194,0.052721091,,14.81816732,93.06809156,1.006966356,2.597036266,0.01386184,7254.035199,53.30687439,1.769625002,0.035401043,0.029505733,0.890331092,4.677018381,8.67249051,4.124101384,1.005455572,0.006253524,50.18504365,0.194710681,2.77029984,0.040840811,,31.98846821,3.840426974,,,0.625621544,1.007153435,0.08577788,0.067203144,493.5251484,0.715673868,1.384566517,0.595670385,,,0.002187959,1.856385969,1.821638338,0.27660036,0.17580411
12/11/2019,7217.427115,143.6079984,0.222052868,1.011923031,2.178048792,207.1809745,43.94569631,0.036655126,0.052691795,,14.82455085,94.64265828,1.000769915,2.580223114,0.014179132,7202.579044,53.06813168,1.575909971,0.03527657,0.028996098,0.897207858,4.70933291,8.544443845,3.814405228,1.003029953,0.006058864,49.75649791,0.198681925,2.72309987,0.041491473,,31.39712405,3.777861603,,,0.580315678,1.002727573,0.083054865,0.066943187,489.7584897,0.7211853,1.297563157,0.591029299,,,0.002184637,1.737594101,,0.284876225,0.177144817
12/10/2019,7278.119783,146.267046,0.224302269,1.005855068,2.270656954,208.2995566,44.64424112,0.036606257,0.053607195,,14.95887048,96.40153174,1.006340516,2.624568481,0.014153142,7293.379845,53.00785902,1.484571152,0.034762914,0.029123707,0.903269747,4.68450202,8.616020928,3.598564351,1.00385054,0.00625573,50.24089565,0.198782169,2.722737944,0.041293622,,30.22122312,3.803136732,,,0.533446673,1.006010703,0.076596896,0.07095853,506.80367,0.735965158,1.235418899,0.592761291,,,0.002203739,1.751396144,,0.275120699,0.176535858
12/9/2019,7400.899356,148.2251688,0.225452194,1.004252803,2.091031557,209.8517576,44.93924342,0.037482859,0.054449652,,15.44853878,95.45896298,1.00575366,2.673477107,0.014469198,7400.012103,54.31091062,1.559060516,0.035435277,0.029580856,0.913552718,4.535001206,8.786265323,3.705113482,1.006435586,0.006889458,51.51367266,0.203468384,2.779464648,0.041657999,,31.19219304,3.817769946,,,0.570967125,1.005386854,0.085691935,0.070773652,499.8163407,0.736880278,1.307385522,0.616911733,,,0.002207982,1.834103541,,0.298059487,0.186569619
12/8/2019,7564.345403,151.2647253,0.230434948,1.006376396,2.059005807,214.3563912,45.95294499,0.038947639,0.056132129,,15.67452318,97.44611413,1.005469788,2.758944738,0.014753787,7537.045161,54.24336821,1.607842526,0.036378587,0.029670114,0.913494499,3.911980881,9.090546598,3.945237986,1.003660866,0.007188997,52.19507056,0.207668895,2.819383849,0.041344389,,29.48178023,3.92345229,,,0.591028413,1.005123146,0.08365534,0.079343086,504.4409032,0.750852332,1.266810776,0.644614668,,,0.002237696,1.847254875,,0.293999036,0.190088415
12/7/2019,7556.238034,148.7681629,0.228444748,1.007411828,2.061192025,212.6498654,45.64049064,0.038757427,0.055067852,,15.66708607,96.34726057,1.006559485,2.74019655,0.014594574,7516.459555,54.72345801,1.44747492,0.036136675,0.029782601,0.913730669,3.94778243,8.988488317,3.805497796,1.00578499,0.006887233,52.80582524,0.20601219,2.837253534,0.041217648,,29.75428104,3.891064501,,,0.577985304,1.006466632,0.079429915,0.076849182,501.1674151,0.752198921,1.295314849,0.622318964,,,0.002230334,1.949262813,,0.274425722,0.190073268
12/6/2019,7546.996698,149.1944478,0.225505005,1.00342753,2.092441897,213.216706,45.67011865,0.038317293,0.055027891,,15.71129868,97.01096793,1.003250734,2.735400394,0.014708486,7533.921443,54.24589343,1.378701864,0.035971808,0.029767365,0.917836714,4.035693442,8.767954797,3.66919483,1.001904629,0.006963651,52.57363795,0.205379809,2.827627239,0.041655664,,29.2778102,3.8947766,,,0.568836569,1.002311269,0.079575569,0.075020655,505.8174741,0.75244249,1.257577332,0.618214604,,,0.002226017,1.972919963,,0.265688219,0.194485474
12/5/2019,7448.307521,149.2489946,0.222928393,1.010071652,2.025807493,213.2892804,45.30163951,0.037871368,0.055517566,,15.76283936,95.92944003,1.008945469,2.70387069,0.014605971,7444.48474,54.00649222,1.299285909,0.036278305,0.029639003,0.928757518,3.897980463,8.81002495,3.530539295,1.008205102,0.006912546,50.48713561,0.20540305,2.836770726,0.041526289,,30.43256323,3.814540178,,,0.5659174,1.008151909,0.078375256,0.076525687,509.8091675,0.73843934,1.247152158,0.615959375,,,0.002222959,1.923262173,,0.266315329,0.187589608
12/4/2019,7252.034586,146.7477378,0.216347527,1.007938577,2.048651936,209.2947811,45.19295067,0.03740501,0.055419024,,15.27997759,95.43590625,1.004955145,2.648764294,0.014428193,7306.319699,53.05144519,1.248669684,0.035284896,0.026242828,0.920583118,4.184337824,8.716883805,3.599142677,1.004449627,0.006946066,50.80608827,0.198276935,2.828865135,0.041027525,,26.94543731,3.78167565,,,0.567783903,1.00796306,0.074557365,0.077509554,495.4049242,0.728678727,1.274049418,0.596766083,,,0.002208216,1.800696295,,0.271370221,0.183616704
12/3/2019,7320.145468,147.9564152,0.219869625,1.003135273,2.129985166,212.8588272,45.38160492,0.037917164,0.055980169,,15.30955619,95.96349164,1.00214562,2.703616529,0.015250881,7324.204067,53.42660843,1.292016105,0.035190183,0.026050653,0.91838539,4.409041181,8.991866357,3.702254075,1.003919098,0.006997409,51.57798346,0.204251757,2.945515997,0.041069459,,27.4561728,3.847271159,,,0.58482475,1.002153765,0.079104132,0.080401255,545.9253926,0.743491092,1.370901091,0.620031149,,,0.002217087,1.550794952,,0.284073224,0.196692361
12/2/2019,7321.988112,149.0591527,0.219580691,1.001681314,2.094975721,215.6574717,45.81701669,0.038056167,0.0560775,,15.19185825,100.5247961,0.998793617,2.685332248,0.015246779,7317.570986,54.03166321,1.238499183,0.035721472,0.025869395,0.913425596,4.233106918,8.970475639,3.681489135,0.997916142,0.007442105,51.80331899,0.206848773,2.978501316,0.041281925,,27.78890326,3.868003238,,,0.597149882,1.000965029,0.080540512,0.082653487,564.0474245,0.736352074,1.311308223,0.617557977,,,0.002234858,1.491999674,,0.274679297,0.189049738
12/1/2019,7424.292265,151.1857294,0.225332798,1.002480792,2.167131554,216.16964,47.71117072,0.039586633,0.05808179,,15.4963364,104.2931525,0.996449857,2.777859485,0.015950339,7387.082344,53.58626176,1.254284507,0.036368627,0.026469238,0.920465501,4.149187828,9.288915681,3.80735171,1.00104048,0.007129016,53.27757052,0.206595233,2.801977837,0.041028753,,28.02982961,3.94212741,,,0.615028971,1.001160025,0.078692016,0.069989667,512.5622039,0.759002289,1.261506014,0.637483164,,,0.002291853,1.476954387,,0.263035524,0.197243559
11/30/2019,7569.630122,152.5396913,0.2264744,1.001703345,2.242076097,218.9078725,47.47543068,0.04042521,0.059640968,,15.71595119,107.6802367,0.997657824,2.757451837,0.015505347,7599.798551,54.76593786,1.331339811,0.03647718,0.027213406,0.914337585,3.898080399,9.375451767,3.925533162,1.005227566,0.006092941,55.2293852,0.210308481,2.792041511,0.041238909,,29.05587741,3.959214879,,,0.612627874,1.001439722,0.071808628,0.06739449,544.4522585,0.769874094,1.370046297,0.638980406,,,0.00231969,1.473047075,,0.268963,0.204475754
11/29/2019,7761.243602,155.3041459,0.230217299,1.004520856,2.342620313,224.8083788,48.87915797,0.04142337,0.05915158,,16.27330388,109.5177969,1.003049946,2.797659713,0.01619264,7798.890576,55.954187,1.313022027,0.037747898,0.028357301,0.911284052,4.184775598,9.764477401,4.012713089,1.004759432,0.006492536,57.1226288,0.220377679,2.793883389,0.040785562,,29.46135227,4.096220725,,,0.637077438,1.003209218,0.07884769,0.058329638,549.6515611,0.808046848,1.343242503,0.682447022,,,0.002456176,1.50175617,,0.276539166,0.216148629
11/28/2019,7463.106128,151.717574,0.224569621,1.004080004,2.271925133,218.7379523,47.05694886,0.039189914,0.058224612,,15.68320698,106.3404837,1.00675458,2.636086682,0.015877993,7529.814828,54.03130451,1.27969026,0.036132694,0.027408951,0.918325538,4.159467748,9.319755252,3.686986601,1.004738072,0.006378692,52.44764084,0.218027735,2.672012888,0.042288643,,28.67995715,3.954536342,,,0.631975038,1.003726937,0.083262574,0.052340152,541.3244555,0.78516083,1.446327043,0.641223688,,,0.002312993,1.437170259,,0.287680893,0.2069866
11/27/2019,7531.663645,153.0105521,0.225080755,1.005026615,2.229165829,220.4140546,48.00880628,0.039048796,0.059057129,,16.09828767,107.8636515,1.007487731,2.688042771,0.016149448,7504.254957,55.96301455,1.2563687,0.037001659,0.028306302,0.908495039,3.84839214,9.491991308,3.584626406,0.997033811,0.006540608,50.83082112,0.213583474,2.628787761,0.043053244,,28.55261001,3.960137114,,,0.614063642,1.003362757,0.078237606,0.04978118,549.7424327,0.766395018,1.425371092,0.643417577,,,0.002338855,1.454732503,,0.225623108,0.204102878
11/26/2019,7218.371334,148.9650662,0.222144783,1.009772743,2.276428362,212.9339777,47.27334136,0.036992902,0.058552965,,15.52725502,107.7908121,1.007934624,2.632595188,0.015416621,7228.556724,51.72007594,1.244848767,0.036110858,0.02768029,0.913326238,3.812877258,9.343734238,3.5085585,1.006095904,0.006380854,50.71379179,0.213101669,2.594055873,0.041684434,,28.50151598,3.898219227,,,0.612068001,1.008687686,0.074013233,0.042365335,527.0369505,0.750668241,1.369103996,0.632369552,,,0.002291157,1.405905235,,0.221620924,0.206083774
