,V1,date,ccy,weight,ret,close,agg_rate,place,agg_volume,mom1,mom2,vol1,vol2,rsibd,kdbd,Comp_Mom,Comp_Vol,Comp,mom1_cor,mom2_cor,vol1_cor,vol2_cor,agg_volume_cor,rsibd_cor,kdbd_cor,Basket,aret
1071,1071,4/7/2019,XRP,0.03030303,-0.090226916,0.359856,0,3,0.444444444,0.333333333,0.222222222,0.444444444,0.333333333,1,1,0.277777778,0.388888889,-0.648555172,-0.065701538,-0.274255025,-0.088618668,-0.177772524,0.246799622,-0.192674948,-0.274390567,2,-0.090226916
1072,1072,4/14/2019,ADA,0.03030303,-0.132945911,0.084643,0,9,0.222222222,0.555555556,0.555555556,0.777777778,0.777777778,0.4,1,0.555555556,0.777777778,-0.384055916,0.429371123,-0.184563351,-0.23380986,-0.421355937,0.048454766,0.247603333,-0.109528169,1,-0.132945911
1073,1073,4/14/2019,BCH,0.03030303,0.006319846,288.65,0,4,0.555555556,0.333333333,1,1,1,1,1,0.666666667,1,-0.558530276,0.429371123,-0.184563351,-0.23380986,-0.421355937,0.048454766,0.247603333,-0.109528169,1,0.006319846
1074,1074,4/14/2019,BNB,0.03030303,0.216037811,19.49,0,7,0.333333333,1,0.333333333,0.444444444,0.111111111,1,1,0.666666667,0.277777778,0.35519235,0.429371123,-0.184563351,-0.23380986,-0.421355937,0.048454766,0.247603333,-0.109528169,3,0.216037811
1075,1075,4/14/2019,BTC,0.03030303,0.028012993,5167.72,0,1,1,0.777777778,0.666666667,0.111111111,0.333333333,1,0.307692308,0.722222222,0.222222222,0.258384589,0.429371123,-0.184563351,-0.23380986,-0.421355937,0.048454766,0.247603333,-0.109528169,3,0.028012993
1076,1076,4/14/2019,EOS,0.03030303,-0.055569851,5.55,0,6,0.777777778,0.888888889,0.777777778,0.666666667,0.666666667,1,1,0.833333333,0.666666667,-0.060588087,0.429371123,-0.184563351,-0.23380986,-0.421355937,0.048454766,0.247603333,-0.109528169,2,-0.055569851
1077,1077,4/14/2019,ETH,0.03030303,0.013081367,167.84,0,2,0.888888889,0.666666667,0.444444444,0.333333333,0.555555556,0.4,0.307692308,0.555555556,0.444444444,-0.042463634,0.429371123,-0.184563351,-0.23380986,-0.421355937,0.048454766,0.247603333,-0.109528169,2,0.013081367
1078,1078,4/14/2019,LTC,0.03030303,-0.070035476,82.94,0,5,0.666666667,0.111111111,0.888888889,0.888888889,0.888888889,0.4,1,0.5,0.888888889,-0.709204842,0.429371123,-0.184563351,-0.23380986,-0.421355937,0.048454766,0.247603333,-0.109528169,1,-0.070035476
1079,1079,4/14/2019,XLM,0.03030303,0.006032503,0.092716,0,8,0.111111111,0.222222222,0.111111111,0.555555556,0.222222222,0.4,1,0.166666667,0.388888889,-0.159107089,0.429371123,-0.184563351,-0.23380986,-0.421355937,0.048454766,0.247603333,-0.109528169,2,0.006032503
1080,1080,4/14/2019,XRP,0.03030303,-0.019532051,0.328809,0,3,0.444444444,0.444444444,0.222222222,0.222222222,0.444444444,0.4,0.307692308,0.333333333,0.333333333,-0.024069162,0.429371123,-0.184563351,-0.23380986,-0.421355937,0.048454766,0.247603333,-0.109528169,3,-0.019532051
1081,1081,4/21/2019,ADA,0.03030303,-0.07733517,0.074106,0,9,0.222222222,0.111111111,0.111111111,0.222222222,0.444444444,1,0.555555556,0.111111111,0.333333333,0.07104288,0.112465883,-0.003205311,-0.463710366,-0.405512502,0.312823339,0.19074805,0.272572727,3,-0.07733517
1082,1082,4/21/2019,BCH,0.03030303,-0.128429741,290.48,0,4,0.555555556,0.666666667,0.555555556,0.888888889,0.888888889,0.4375,0.111111111,0.611111111,0.888888889,-0.585707892,0.112465883,-0.003205311,-0.463710366,-0.405512502,0.312823339,0.19074805,0.272572727,1,-0.128429741
1083,1083,4/21/2019,BNB,0.03030303,-0.054802414,24.19,0,7,0.333333333,1,1,1,1,1,0.555555556,1,1,-0.417784953,0.112465883,-0.003205311,-0.463710366,-0.405512502,0.312823339,0.19074805,0.272572727,1,-0.054802414
1084,1084,4/21/2019,BTC,0.03030303,-0.00554547,5314.53,0,1,1,0.888888889,0.888888889,0.111111111,0.111111111,1,1,0.888888889,0.111111111,0.463860967,0.112465883,-0.003205311,-0.463710366,-0.405512502,0.312823339,0.19074805,0.272572727,3,-0.00554547
1085,1085,4/21/2019,EOS,0.03030303,-0.106419277,5.25,0,5,0.666666667,0.333333333,0.666666667,0.444444444,0.555555556,0.4375,0.555555556,0.5,0.5,-0.161144901,0.112465883,-0.003205311,-0.463710366,-0.405512502,0.312823339,0.19074805,0.272572727,2,-0.106419277
1086,1086,4/21/2019,ETH,0.03030303,-0.077937701,170.05,0,2,0.888888889,0.777777778,0.777777778,0.555555556,0.333333333,0.4375,0.555555556,0.777777778,0.444444444,-0.072925695,0.112465883,-0.003205311,-0.463710366,-0.405512502,0.312823339,0.19074805,0.272572727,2,-0.077937701
1087,1087,4/21/2019,LTC,0.03030303,-0.103451337,77.33,0,6,0.777777778,0.222222222,0.222222222,0.666666667,0.777777778,0.4375,0.555555556,0.222222222,0.722222222,-0.365377165,0.112465883,-0.003205311,-0.463710366,-0.405512502,0.312823339,0.19074805,0.272572727,1,-0.103451337
1088,1088,4/21/2019,XLM,0.03030303,-0.219887069,0.093277,0,8,0.111111111,0.555555556,0.444444444,0.777777778,0.666666667,0.4375,0.555555556,0.5,0.722222222,-0.335067258,0.112465883,-0.003205311,-0.463710366,-0.405512502,0.312823339,0.19074805,0.272572727,2,-0.219887069
1089,1089,4/21/2019,XRP,0.03030303,-0.08077953,0.322449,0,3,0.444444444,0.444444444,0.333333333,0.333333333,0.222222222,0.4375,0.555555556,0.388888889,0.277777778,0.039113953,0.112465883,-0.003205311,-0.463710366,-0.405512502,0.312823339,0.19074805,0.272572727,3,-0.08077953
1090,1090,4/28/2019,ADA,0.03030303,-0.036296911,0.068591,0,9,0.222222222,0.777777778,0.222222222,0.888888889,0.444444444,1,1,0.5,0.666666667,-0.139577586,0.090488837,0.259389373,-0.466535676,-0.121710636,0.403462677,0.344265114,-0.143072995,1,-0.036296911
1091,1091,4/28/2019,BCH,0.03030303,0.140304699,255.47,0,4,0.555555556,0.222222222,0.555555556,0.222222222,0.777777778,1,0.4,0.388888889,0.5,0.252911331,0.090488837,0.259389373,-0.466535676,-0.121710636,0.403462677,0.344265114,-0.143072995,3,0.140304699
1092,1092,4/28/2019,BNB,0.03030303,0.005226493,22.9,0,7,0.333333333,0.888888889,1,0.444444444,1,0.4,0.4,0.944444444,0.722222222,0.091240918,0.090488837,0.259389373,-0.466535676,-0.121710636,0.403462677,0.344265114,-0.143072995,2,0.005226493
1093,1093,4/28/2019,BTC,0.03030303,0.09221888,5285.14,0,1,1,1,0.888888889,0.333333333,0.111111111,0.4,0.4,0.944444444,0.222222222,0.232498721,0.090488837,0.259389373,-0.466535676,-0.121710636,0.403462677,0.344265114,-0.143072995,3,0.09221888
1094,1094,4/28/2019,EOS,0.03030303,0.037426406,4.72,0,5,0.666666667,0.333333333,0.444444444,0.777777778,0.555555556,0.4,1,0.388888889,0.666666667,-0.290397939,0.090488837,0.259389373,-0.466535676,-0.121710636,0.403462677,0.344265114,-0.143072995,1,0.037426406
1095,1095,4/28/2019,ETH,0.03030303,0.038352323,157.3,0,2,0.888888889,0.666666667,0.777777778,0.666666667,0.666666667,0.4,0.4,0.722222222,0.666666667,-0.049614178,0.090488837,0.259389373,-0.466535676,-0.121710636,0.403462677,0.344265114,-0.143072995,2,0.038352323
1096,1096,4/28/2019,LTC,0.03030303,0.085839507,69.73,0,6,0.777777778,0.444444444,0.333333333,0.111111111,0.333333333,1,0.4,0.388888889,0.222222222,0.321308792,0.090488837,0.259389373,-0.466535676,-0.121710636,0.403462677,0.344265114,-0.143072995,3,0.085839507
1097,1097,4/28/2019,XLM,0.03030303,-0.031658648,0.074865,0,8,0.111111111,0.111111111,0.111111111,1,0.888888889,1,1,0.111111111,0.944444444,-0.334655432,0.090488837,0.259389373,-0.466535676,-0.121710636,0.403462677,0.344265114,-0.143072995,1,-0.031658648
1098,1098,4/28/2019,XRP,0.03030303,0.016393372,0.297426,0,3,0.444444444,0.555555556,0.666666667,0.555555556,0.222222222,0.4,1,0.611111111,0.388888889,-0.068402419,0.090488837,0.259389373,-0.466535676,-0.121710636,0.403462677,0.344265114,-0.143072995,2,0.016393372
1099,1099,5/5/2019,ADA,0.03030303,0.057858639,0.066146,0,9,0.222222222,0.111111111,0.222222222,0.777777778,0.777777778,0.4375,0.4375,0.166666667,0.777777778,0.232243007,0.77149696,0.60162417,-0.114077906,-0.127870506,0.688256628,0.221726397,0.237722655,1,0.057858639
1100,1100,5/5/2019,BCH,0.03030303,0.18597197,293.95,0,4,0.555555556,1,0.888888889,1,1,1,1,0.944444444,1,1.52377464,0.77149696,0.60162417,-0.114077906,-0.127870506,0.688256628,0.221726397,0.237722655,3,0.18597197
1101,1101,5/5/2019,BNB,0.03030303,-0.099969148,23.02,0,7,0.333333333,0.333333333,0.555555556,0.555555556,0.444444444,0.4375,0.4375,0.444444444,0.5,0.672202313,0.77149696,0.60162417,-0.114077906,-0.127870506,0.688256628,0.221726397,0.237722655,1,-0.099969148
1102,1102,5/5/2019,BTC,0.03030303,0.184837207,5795.71,0,1,1,0.888888889,1,0.111111111,0.111111111,1,1,0.944444444,0.111111111,1.719965141,0.77149696,0.60162417,-0.114077906,-0.127870506,0.688256628,0.221726397,0.237722655,3,0.184837207
1103,1103,5/5/2019,EOS,0.03030303,0.082238098,4.9,0,6,0.666666667,0.555555556,0.333333333,0.666666667,0.666666667,0.4375,1,0.444444444,0.666666667,0.802579824,0.77149696,0.60162417,-0.114077906,-0.127870506,0.688256628,0.221726397,0.237722655,2,0.082238098
1104,1104,5/5/2019,ETH,0.03030303,0.136364634,163.45,0,2,0.888888889,0.666666667,0.666666667,0.333333333,0.333333333,0.4375,0.4375,0.666666667,0.333333333,1.035773576,0.77149696,0.60162417,-0.114077906,-0.127870506,0.688256628,0.221726397,0.237722655,2,0.136364634
1105,1105,5/5/2019,LTC,0.03030303,0.107109446,75.98,0,5,0.777777778,0.777777778,0.777777778,0.888888889,0.555555556,0.4375,0.4375,0.777777778,0.722222222,1.096550309,0.77149696,0.60162417,-0.114077906,-0.127870506,0.688256628,0.221726397,0.237722655,3,0.107109446
1106,1106,5/5/2019,XLM,0.03030303,-0.024974252,0.072532,0,8,0.111111111,0.222222222,0.111111111,0.444444444,0.888888889,1,0.4375,0.166666667,0.666666667,0.399656994,0.77149696,0.60162417,-0.114077906,-0.127870506,0.688256628,0.221726397,0.237722655,1,-0.024974252
1107,1107,5/5/2019,XRP,0.03030303,0.025252152,0.302342,0,3,0.444444444,0.444444444,0.444444444,0.222222222,0.222222222,0.4375,0.4375,0.444444444,0.222222222,0.757518704,0.77149696,0.60162417,-0.114077906,-0.127870506,0.688256628,0.221726397,0.237722655,2,0.025252152
1108,1108,5/12/2019,ADA,0.03030303,0.216139081,0.070086,0,9,0.222222222,0.444444444,0.333333333,0.888888889,0.888888889,0.5625,1,0.388888889,0.888888889,0.353251022,-0.12699689,-0.05101653,-0.067887524,-0.231985545,0.000273636,0.040768899,0.670320927,1,0.216139081
1109,1109,5/12/2019,BCH,0.03030303,0.174414397,354.03,0,4,0.555555556,1,1,1,1,0.1875,1,1,1,0.200078608,-0.12699689,-0.05101653,-0.067887524,-0.231985545,0.000273636,0.040768899,0.670320927,1,0.174414397
1110,1110,5/12/2019,BNB,0.03030303,0.344940497,20.83,0,7,0.333333333,0.111111111,0.111111111,0.666666667,0.666666667,0.5625,1,0.111111111,0.666666667,0.473558785,-0.12699689,-0.05101653,-0.067887524,-0.231985545,0.000273636,0.040768899,0.670320927,2,0.344940497
1111,1111,5/12/2019,BTC,0.03030303,0.161897212,6972.37,0,1,1,0.888888889,0.888888889,0.222222222,0.222222222,0.1875,1,0.888888889,0.222222222,0.453092486,-0.12699689,-0.05101653,-0.067887524,-0.231985545,0.000273636,0.040768899,0.670320927,2,0.161897212
1112,1112,5/12/2019,EOS,0.03030303,0.198789227,5.32,0,6,0.666666667,0.555555556,0.555555556,0.555555556,0.555555556,1,1,0.555555556,0.555555556,0.445597333,-0.12699689,-0.05101653,-0.067887524,-0.231985545,0.000273636,0.040768899,0.670320927,2,0.198789227
1113,1113,5/12/2019,ETH,0.03030303,0.332759134,187.33,0,2,0.888888889,0.777777778,0.666666667,0.333333333,0.333333333,1,1,0.722222222,0.333333333,0.478345759,-0.12699689,-0.05101653,-0.067887524,-0.231985545,0.000273636,0.040768899,0.670320927,3,0.332759134
1114,1114,5/12/2019,LTC,0.03030303,0.119660058,84.57,0,5,0.777777778,0.666666667,0.777777778,0.777777778,0.777777778,1,1,0.722222222,0.777777778,0.353511101,-0.12699689,-0.05101653,-0.067887524,-0.231985545,0.000273636,0.040768899,0.670320927,1,0.119660058
1115,1115,5/12/2019,XLM,0.03030303,0.263223996,0.070743,0,8,0.111111111,0.222222222,0.222222222,0.444444444,0.444444444,0.5625,1,0.222222222,0.444444444,0.520417976,-0.12699689,-0.05101653,-0.067887524,-0.231985545,0.000273636,0.040768899,0.670320927,3,0.263223996
1116,1116,5/12/2019,XRP,0.03030303,0.297952493,0.310074,0,3,0.444444444,0.333333333,0.444444444,0.111111111,0.111111111,0.5625,1,0.388888889,0.111111111,0.594927893,-0.12699689,-0.05101653,-0.067887524,-0.231985545,0.000273636,0.040768899,0.670320927,3,0.297952493
1117,1117,5/19/2019,ADA,0.03030303,-0.011352067,0.086996,0,9,0.222222222,0.555555556,0.444444444,0.888888889,0.888888889,1,0.5,0.5,0.888888889,-1.378433492,-0.161558449,-0.34195622,-0.582515918,-0.499534592,-0.006583852,-0.582606295,0.815461431,1,-0.011352067
1118,1118,5/19/2019,BCH,0.03030303,0.026572092,421.49,0,4,0.555555556,0.333333333,0.888888889,0.777777778,0.777777778,1,0.5,0.611111111,0.777777778,-1.374284322,-0.161558449,-0.34195622,-0.582515918,-0.499534592,-0.006583852,-0.582606295,0.815461431,1,0.026572092
1119,1119,5/19/2019,BNB,0.03030303,0.147962632,29.41,0,7,0.333333333,1,0.333333333,0.333333333,0.666666667,1,1,0.666666667,0.5,-0.569883754,-0.161558449,-0.34195622,-0.582515918,-0.499534592,-0.006583852,-0.582606295,0.815461431,3,0.147962632
1120,1120,5/19/2019,BTC,0.03030303,0.05638771,8197.69,0,1,1,0.222222222,0.777777778,0.555555556,0.222222222,1,0.5,0.5,0.388888889,-0.911371048,-0.161558449,-0.34195622,-0.582515918,-0.499534592,-0.006583852,-0.582606295,0.815461431,2,0.05638771
1121,1121,5/19/2019,EOS,0.03030303,0.062707107,6.49,0,5,0.444444444,0.444444444,0.555555556,0.111111111,0.111111111,1,0.5,0.5,0.111111111,-0.556882847,-0.161558449,-0.34195622,-0.582515918,-0.499534592,-0.006583852,-0.582606295,0.815461431,3,0.062707107
1122,1122,5/19/2019,ETH,0.03030303,0.021879895,261.29,0,2,0.888888889,0.888888889,1,0.666666667,0.555555556,1,0.5,0.944444444,0.611111111,-1.326302474,-0.161558449,-0.34195622,-0.582515918,-0.499534592,-0.006583852,-0.582606295,0.815461431,2,0.021879895
1123,1123,5/19/2019,LTC,0.03030303,0.156067192,95.32,0,6,0.777777778,0.111111111,0.111111111,0.444444444,0.444444444,1,0.5,0.111111111,0.444444444,-0.711732992,-0.161558449,-0.34195622,-0.582515918,-0.499534592,-0.006583852,-0.582606295,0.815461431,2,0.156067192
1124,1124,5/19/2019,XLM,0.03030303,0.061403349,0.092045,0,8,0.111111111,0.666666667,0.222222222,0.222222222,0.333333333,1,0.5,0.444444444,0.277777778,-0.654530996,-0.161558449,-0.34195622,-0.582515918,-0.499534592,-0.006583852,-0.582606295,0.815461431,3,0.061403349
1125,1125,5/19/2019,XRP,0.03030303,-0.022484554,0.4177,0,3,0.666666667,0.777777778,0.666666667,1,1,1,0.5,0.722222222,1,-1.610553475,-0.161558449,-0.34195622,-0.582515918,-0.499534592,-0.006583852,-0.582606295,0.815461431,1,-0.022484554
1126,1126,5/26/2019,ADA,0.03030303,0.115840898,0.086014,0,9,0.222222222,0.222222222,0.222222222,0.777777778,0.888888889,1,1,0.222222222,0.833333333,NA,-0.585545028,-0.630969884,-0.056964259,-0.097003691,-0.121053604,NA,0.289405906,NA,NA
1127,1127,5/26/2019,BCH,0.03030303,0.024938265,432.84,0,4,0.666666667,0.444444444,0.111111111,0.444444444,0.555555556,1,1,0.277777778,0.5,NA,-0.585545028,-0.630969884,-0.056964259,-0.097003691,-0.121053604,NA,0.289405906,NA,NA
1128,1128,5/26/2019,BNB,0.03030303,-0.027651531,34.1,0,7,0.333333333,0.888888889,1,0.666666667,0.444444444,1,0.25,0.944444444,0.555555556,NA,-0.585545028,-0.630969884,-0.056964259,-0.097003691,-0.121053604,NA,0.289405906,NA,NA
1129,1129,5/26/2019,BTC,0.03030303,0.008008688,8673.22,0,1,1,0.555555556,0.333333333,0.222222222,0.222222222,1,1,0.444444444,0.222222222,NA,-0.585545028,-0.630969884,-0.056964259,-0.097003691,-0.121053604,NA,0.289405906,NA,NA
1130,1130,5/26/2019,EOS,0.03030303,0.117300527,6.91,0,6,0.555555556,0.777777778,0.444444444,0.888888889,0.111111111,1,1,0.611111111,0.5,NA,-0.585545028,-0.630969884,-0.056964259,-0.097003691,-0.121053604,NA,0.289405906,NA,NA
1131,1131,5/26/2019,ETH,0.03030303,0.011762652,267.07,0,2,0.888888889,0.333333333,0.888888889,0.111111111,0.666666667,1,1,0.611111111,0.388888889,NA,-0.585545028,-0.630969884,-0.056964259,-0.097003691,-0.121053604,NA,0.289405906,NA,NA
1132,1132,5/26/2019,LTC,0.03030303,0.02901318,111.42,0,5,0.777777778,1,0.666666667,1,0.777777778,1,1,0.833333333,0.888888889,NA,-0.585545028,-0.630969884,-0.056964259,-0.097003691,-0.121053604,NA,0.289405906,NA,NA
1133,1133,5/26/2019,XLM,0.03030303,0.001255929,0.097874,0,8,0.111111111,0.666666667,0.777777778,0.555555556,0.333333333,1,0.25,0.722222222,0.444444444,NA,-0.585545028,-0.630969884,-0.056964259,-0.097003691,-0.121053604,NA,0.289405906,NA,NA
1134,1134,5/26/2019,XRP,0.03030303,0.085312102,0.408413,0,3,0.444444444,0.111111111,0.555555556,0.333333333,1,1,1,0.333333333,0.666666667,NA,-0.585545028,-0.630969884,-0.056964259,-0.097003691,-0.121053604,NA,0.289405906,NA,NA
1135,1135,6/2/2019,BCH,0.03030303,-0.15206094,443.77,0,4,0.444444444,0.555555556,0.222222222,0.666666667,0.555555556,1,1,0.388888889,0.611111111,0.572536226,-0.008474044,0.299785625,0.072678196,0.090386223,-0.16048506,0.463529502,-0.0515712,2,-0.15206094
1136,1136,6/2/2019,BNB,0.03030303,-0.081953889,33.17,0,7,0.222222222,0.111111111,0.666666667,0.111111111,0.333333333,1,0.181818182,0.388888889,0.222222222,0.691272539,-0.008474044,0.299785625,0.072678196,0.090386223,-0.16048506,0.463529502,-0.0515712,3,-0.081953889
1137,1137,6/2/2019,BSV,0.03030303,-0.034985282,191.97,0,8,0.333333333,1,1,1,1,1,1,1,1,0.866334301,-0.008474044,0.299785625,0.072678196,0.090386223,-0.16048506,0.463529502,-0.0515712,3,-0.034985282
1138,1138,6/2/2019,BTC,0.03030303,-0.128577728,8742.96,0,1,1,0.333333333,0.555555556,0.222222222,0.111111111,1,1,0.444444444,0.166666667,0.601874813,-0.008474044,0.299785625,0.072678196,0.090386223,-0.16048506,0.463529502,-0.0515712,2,-0.128577728
1139,1139,6/2/2019,EOS,0.03030303,-0.230571326,7.77,0,5,0.777777778,0.888888889,0.777777778,0.888888889,0.888888889,0.25,1,0.833333333,0.888888889,0.434891439,-0.008474044,0.299785625,0.072678196,0.090386223,-0.16048506,0.463529502,-0.0515712,1,-0.230571326
1140,1140,6/2/2019,ETH,0.03030303,-0.147848803,270.23,0,2,0.888888889,0.444444444,0.111111111,0.333333333,0.222222222,1,1,0.277777778,0.277777778,0.485813466,-0.008474044,0.299785625,0.072678196,0.090386223,-0.16048506,0.463529502,-0.0515712,1,-0.147848803
1141,1141,6/2/2019,LTC,0.03030303,0.003741901,114.7,0,6,0.666666667,0.666666667,0.888888889,0.555555556,0.777777778,1,1,0.777777778,0.666666667,0.783462221,-0.008474044,0.299785625,0.072678196,0.090386223,-0.16048506,0.463529502,-0.0515712,3,0.003741901
1142,1142,6/2/2019,XLM,0.03030303,-0.098167406,0.097997,0,9,0.111111111,0.222222222,0.333333333,0.777777778,0.666666667,0.25,1,0.277777778,0.722222222,0.279141564,-0.008474044,0.299785625,0.072678196,0.090386223,-0.16048506,0.463529502,-0.0515712,1,-0.098167406
1143,1143,6/2/2019,XRP,0.03030303,-0.135900348,0.444785,0,3,0.555555556,0.777777778,0.444444444,0.444444444,0.444444444,1,1,0.611111111,0.444444444,0.611078509,-0.008474044,0.299785625,0.072678196,0.090386223,-0.16048506,0.463529502,-0.0515712,2,-0.135900348
1144,1144,6/9/2019,BCH,0.03030303,0.11662511,381.17,0,5,0.444444444,0.222222222,0.222222222,0.444444444,0.555555556,1,0.4,0.222222222,0.5,0.3522115,-0.109432575,0.119270315,-0.132479384,-0.030981099,-0.018748983,0.635399495,-0.523206779,2,0.11662511
1145,1145,6/9/2019,BNB,0.03030303,0.058466458,30.56,0,7,0.222222222,0.777777778,0.555555556,0.555555556,0.222222222,1,1,0.666666667,0.388888889,0.012855431,-0.109432575,0.119270315,-0.132479384,-0.030981099,-0.018748983,0.635399495,-0.523206779,2,0.058466458
1146,1146,6/9/2019,BSV,0.03030303,0.135034012,185.37,0,8,0.333333333,0.888888889,1,1,1,1,1,0.944444444,1,-0.029270852,-0.109432575,0.119270315,-0.132479384,-0.030981099,-0.018748983,0.635399495,-0.523206779,1,0.135034012
1147,1147,6/9/2019,BTC,0.03030303,0.15694109,7688.08,0,1,1,0.555555556,0.333333333,0.222222222,0.111111111,1,0.4,0.444444444,0.166666667,0.372195473,-0.109432575,0.119270315,-0.132479384,-0.030981099,-0.018748983,0.635399495,-0.523206779,3,0.15694109
1148,1148,6/9/2019,EOS,0.03030303,0.124781718,6.17,0,6,0.666666667,0.111111111,0.444444444,0.777777778,0.888888889,1,0.4,0.277777778,0.833333333,0.336388362,-0.109432575,0.119270315,-0.132479384,-0.030981099,-0.018748983,0.635399495,-0.523206779,2,0.124781718
1149,1149,6/9/2019,ETH,0.03030303,0.144104244,233.09,0,2,0.888888889,0.333333333,0.111111111,0.111111111,0.333333333,1,0.4,0.222222222,0.222222222,0.377844551,-0.109432575,0.119270315,-0.132479384,-0.030981099,-0.018748983,0.635399495,-0.523206779,3,0.144104244
1150,1150,6/9/2019,LTC,0.03030303,0.17479453,115.13,0,4,0.777777778,1,0.888888889,0.666666667,0.666666667,1,1,0.944444444,0.666666667,-0.000195456,-0.109432575,0.119270315,-0.132479384,-0.030981099,-0.018748983,0.635399495,-0.523206779,1,0.17479453
1151,1151,6/9/2019,XLM,0.03030303,0.119030528,0.088834,0,9,0.111111111,0.666666667,0.666666667,0.888888889,0.777777778,1,1,0.666666667,0.833333333,-0.023104653,-0.109432575,0.119270315,-0.132479384,-0.030981099,-0.018748983,0.635399495,-0.523206779,1,0.119030528
1152,1152,6/9/2019,XRP,0.03030303,0.096301043,0.388266,0,3,0.555555556,0.444444444,0.777777778,0.333333333,0.444444444,1,0.4,0.611111111,0.388888889,0.412316712,-0.109432575,0.119270315,-0.132479384,-0.030981099,-0.018748983,0.635399495,-0.523206779,3,0.096301043
1153,1153,6/16/2019,BCH,0.03030303,0.103486329,428.32,0,5,0.555555556,0.333333333,0.333333333,0.222222222,0.333333333,1,1,0.333333333,0.277777778,0.53659372,0.033754501,-0.021892164,-0.181659095,-0.370397641,0.38392137,0.31447448,0.381999696,3,0.103486329
1154,1154,6/16/2019,BNB,0.03030303,0.136266845,32.4,0,7,0.333333333,0.111111111,0.444444444,0.666666667,0.555555556,0.25,0.307692308,0.277777778,0.611111111,-0.136704893,0.033754501,-0.021892164,-0.181659095,-0.370397641,0.38392137,0.31447448,0.381999696,1,0.136266845
1155,1155,6/16/2019,BSV,0.03030303,0.112232265,212.17,0,8,0.222222222,0.666666667,0.888888889,1,1,1,1,0.777777778,1,0.147460739,0.033754501,-0.021892164,-0.181659095,-0.370397641,0.38392137,0.31447448,0.381999696,2,0.112232265
1156,1156,6/16/2019,BTC,0.03030303,0.188047721,8994.49,0,1,1,0.888888889,0.777777778,0.444444444,0.222222222,1,1,0.833333333,0.333333333,0.546402975,0.033754501,-0.021892164,-0.181659095,-0.370397641,0.38392137,0.31447448,0.381999696,3,0.188047721
1157,1157,6/16/2019,EOS,0.03030303,0.036520913,6.99,0,6,0.666666667,0.555555556,0.111111111,0.333333333,0.777777778,1,1,0.333333333,0.555555556,0.364154128,0.033754501,-0.021892164,-0.181659095,-0.370397641,0.38392137,0.31447448,0.381999696,2,0.036520913
1158,1158,6/16/2019,ETH,0.03030303,0.134018793,269.22,0,2,0.888888889,0.777777778,0.555555556,0.555555556,0.444444444,1,1,0.666666667,0.5,0.44502247,0.033754501,-0.021892164,-0.181659095,-0.370397641,0.38392137,0.31447448,0.381999696,2,0.134018793
1159,1159,6/16/2019,LTC,0.03030303,-0.001751825,137.12,0,4,0.777777778,1,1,0.888888889,0.666666667,1,0.307692308,1,0.777777778,0.035468673,0.033754501,-0.021892164,-0.181659095,-0.370397641,0.38392137,0.31447448,0.381999696,1,-0.001751825
1160,1160,6/16/2019,XLM,0.03030303,-0.020965171,0.100063,0,9,0.111111111,0.444444444,0.666666667,0.777777778,0.888888889,0.25,0.307692308,0.555555556,0.833333333,-0.273968542,0.033754501,-0.021892164,-0.181659095,-0.370397641,0.38392137,0.31447448,0.381999696,1,-0.020965171
1161,1161,6/16/2019,XRP,0.03030303,0.091098183,0.427516,0,3,0.444444444,0.222222222,0.222222222,0.111111111,0.111111111,1,1,0.222222222,0.111111111,0.637770613,0.033754501,-0.021892164,-0.181659095,-0.370397641,0.38392137,0.31447448,0.381999696,3,0.091098183
1162,1162,6/23/2019,ADA,0.03030303,-0.163120468,0.096644,0,9,0.111111111,0.333333333,0.555555556,0.444444444,1,1,1,0.444444444,0.722222222,-0.498260199,0.270245731,0.089583166,-0.332554549,-0.242088857,0.382222826,-0.141482174,-0.106737482,1,-0.163120468
1163,1163,6/23/2019,BCH,0.03030303,-0.17321824,475.02,0,5,0.444444444,0.555555556,0.666666667,1,0.555555556,1,1,0.611111111,0.777777778,-0.505409386,0.270245731,0.089583166,-0.332554549,-0.242088857,0.382222826,-0.141482174,-0.106737482,1,-0.17321824
1164,1164,6/23/2019,BNB,0.03030303,-0.135033039,37.13,0,7,0.222222222,0.888888889,0.444444444,0.333333333,0.666666667,1,1,0.666666667,0.5,-0.240430576,0.270245731,0.089583166,-0.332554549,-0.242088857,0.382222826,-0.141482174,-0.106737482,3,-0.135033039
1165,1165,6/23/2019,BSV,0.03030303,-0.200731549,237.37,0,8,0.333333333,0.666666667,0.777777778,0.777777778,0.888888889,1,1,0.722222222,0.833333333,-0.472223673,0.270245731,0.089583166,-0.332554549,-0.242088857,0.382222826,-0.141482174,-0.106737482,2,-0.200731549
1166,1166,6/23/2019,BTC,0.03030303,-0.003526126,10855.37,0,1,1,1,1,0.222222222,0.111111111,0.166666667,1,1,0.166666667,0.12871128,0.270245731,0.089583166,-0.332554549,-0.242088857,0.382222826,-0.141482174,-0.106737482,3,-0.003526126
1167,1167,6/23/2019,EOS,0.03030303,-0.228329388,7.25,0,6,0.666666667,0.222222222,0.111111111,0.555555556,0.222222222,1,1,0.166666667,0.388888889,-0.416761415,0.270245731,0.089583166,-0.332554549,-0.242088857,0.382222826,-0.141482174,-0.106737482,2,-0.228329388
