,V1,date,ccy,weight,ret,close,agg_rate,place,agg_volume,mom1,mom2,vol1,vol2,rsibd,kdbd,Comp_Mom,Comp_Vol,Comp,mom1_cor,mom2_cor,vol1_cor,vol2_cor,agg_volume_cor,rsibd_cor,kdbd_cor,Basket,aret
390,390,10/29/2017,DASH,0.03030303,-0.038633417,283.93,0,6,0.444444444,0.777777778,0.555555556,0.222222222,0.111111111,0.555555556,0.4,0.666666667,0.166666667,0.651077681,0.393614542,0.385807005,0.201275749,0.279100838,0.69074302,-0.140649818,0.33248863,1,-0.038633417
391,391,10/29/2017,ETH,0.03030303,-0.029369368,305.09,0,2,0.777777778,0.888888889,0.444444444,0.111111111,0.222222222,0.555555556,1,0.666666667,0.166666667,0.860085596,0.393614542,0.385807005,0.201275749,0.279100838,0.69074302,-0.140649818,0.33248863,3,-0.029369368
392,392,10/29/2017,LTC,0.03030303,-0.042201864,57.11,0,5,0.666666667,0.444444444,0.222222222,0.444444444,0.333333333,0.555555556,1,0.333333333,0.388888889,0.69751403,0.393614542,0.385807005,0.201275749,0.279100838,0.69074302,-0.140649818,0.33248863,2,-0.042201864
393,393,10/29/2017,NEO,0.03030303,-0.142548443,0.40372,0,8,0.333333333,0.666666667,0.666666667,1,0.888888889,0.555555556,0.4,0.666666667,0.944444444,1.023836411,0.393614542,0.385807005,0.201275749,0.279100838,0.69074302,-0.140649818,0.33248863,3,-0.142548443
394,394,10/29/2017,XEM,0.03030303,-0.108210178,0.972884,0,7,0.111111111,0.333333333,0.333333333,0.777777778,0.777777778,0.555555556,0.4,0.333333333,0.777777778,0.688290081,0.393614542,0.385807005,0.201275749,0.279100838,0.69074302,-0.140649818,0.33248863,1,-0.108210178
395,395,10/29/2017,XMR,0.03030303,-0.110308075,0.201337,0,9,0.222222222,0.111111111,0.777777778,0.555555556,0.666666667,0.555555556,0.4,0.444444444,0.611111111,0.696550814,0.393614542,0.385807005,0.201275749,0.279100838,0.69074302,-0.140649818,0.33248863,2,-0.110308075
396,396,10/29/2017,XRP,0.03030303,-0.003606367,0.202785,0,3,0.555555556,0.222222222,0.111111111,0.333333333,0.444444444,0.555555556,1,0.166666667,0.388888889,0.575823919,0.393614542,0.385807005,0.201275749,0.279100838,0.69074302,-0.140649818,0.33248863,1,-0.003606367
397,397,11/5/2017,BCH,0.03030303,0.789408232,630.7,0,3,0.888888889,1,1,1,1,0.25,0.5,1,1,0.725871081,0.176992302,0.208461939,0.232344231,0.138638493,0.181652158,0.103833081,-0.113048307,3,0.789408232
398,398,11/5/2017,BTC,0.03030303,-0.219077866,7407.41,0,1,1,0.888888889,0.888888889,0.111111111,0.555555556,0.25,0.5,0.888888889,0.333333333,0.414897519,0.176992302,0.208461939,0.232344231,0.138638493,0.181652158,0.103833081,-0.113048307,2,-0.219077866
399,399,11/5/2017,DASH,0.03030303,0.674263705,273.17,0,6,0.444444444,0.555555556,0.666666667,0.333333333,0.222222222,1,0.5,0.611111111,0.277777778,0.392869241,0.176992302,0.208461939,0.232344231,0.138638493,0.181652158,0.103833081,-0.113048307,1,0.674263705
400,400,11/5/2017,ETH,0.03030303,0.038570085,296.26,0,2,0.777777778,0.666666667,0.777777778,0.555555556,0.444444444,1,0.5,0.722222222,0.5,0.518138095,0.176992302,0.208461939,0.232344231,0.138638493,0.181652158,0.103833081,-0.113048307,3,0.038570085
401,401,11/5/2017,LTC,0.03030303,0.074929552,54.75,0,5,0.666666667,0.444444444,0.444444444,0.222222222,0.111111111,1,0.5,0.444444444,0.166666667,0.285658252,0.176992302,0.208461939,0.232344231,0.138638493,0.181652158,0.103833081,-0.113048307,1,0.074929552
402,402,11/5/2017,NEO,0.03030303,0.528227965,0.350084,0,7,0.333333333,0.111111111,0.222222222,0.777777778,0.888888889,1,0.5,0.166666667,0.833333333,0.417246009,0.176992302,0.208461939,0.232344231,0.138638493,0.181652158,0.103833081,-0.113048307,2,0.528227965
403,403,11/5/2017,XEM,0.03030303,-0.05212407,0.873104,0,8,0.111111111,0.333333333,0.333333333,0.666666667,0.666666667,1,0.5,0.333333333,0.666666667,0.42311549,0.176992302,0.208461939,0.232344231,0.138638493,0.181652158,0.103833081,-0.113048307,2,-0.05212407
404,404,11/5/2017,XMR,0.03030303,0.000537821,0.180309,0,9,0.222222222,0.222222222,0.111111111,0.888888889,0.777777778,1,1,0.166666667,0.833333333,0.367636978,0.176992302,0.208461939,0.232344231,0.138638493,0.181652158,0.103833081,-0.113048307,1,0.000537821
405,405,11/5/2017,XRP,0.03030303,-0.023616876,0.202055,0,4,0.555555556,0.777777778,0.555555556,0.444444444,0.333333333,1,0.5,0.666666667,0.388888889,0.450258729,0.176992302,0.208461939,0.232344231,0.138638493,0.181652158,0.103833081,-0.113048307,3,-0.023616876
406,406,11/12/2017,BCH,0.03030303,-0.169728914,1388.86,0,3,0.888888889,1,1,1,1,0.176470588,0.25,1,1,-0.943112808,-0.452393038,-0.316134067,-0.205150375,-0.093845863,-0.149635612,0.482742695,0.156882589,1,-0.169728914
407,407,11/12/2017,BTC,0.03030303,0.300589437,5950.07,0,1,1,0.111111111,0.222222222,0.333333333,0.333333333,0.588235294,0.625,0.166666667,0.333333333,0.161834589,-0.452393038,-0.316134067,-0.205150375,-0.093845863,-0.149635612,0.482742695,0.156882589,3,0.300589437
408,408,11/12/2017,DASH,0.03030303,-0.192347023,536.12,0,5,0.555555556,0.888888889,0.888888889,0.888888889,0.888888889,0.176470588,1,0.888888889,0.888888889,-0.706837162,-0.452393038,-0.316134067,-0.205150375,-0.093845863,-0.149635612,0.482742695,0.156882589,1,-0.192347023
409,409,11/12/2017,ETH,0.03030303,0.140590469,307.91,0,2,0.777777778,0.444444444,0.444444444,0.222222222,0.222222222,0.588235294,0.625,0.444444444,0.222222222,-0.025993301,-0.452393038,-0.316134067,-0.205150375,-0.093845863,-0.149635612,0.482742695,0.156882589,3,0.140590469
410,410,11/12/2017,LTC,0.03030303,0.193248478,59.01,0,6,0.666666667,0.555555556,0.555555556,0.444444444,0.444444444,0.588235294,0.625,0.555555556,0.444444444,-0.17782881,-0.452393038,-0.316134067,-0.205150375,-0.093845863,-0.149635612,0.482742695,0.156882589,1,0.193248478
411,411,11/12/2017,MIOTA,0.03030303,0.375909832,0.593716,0,9,0.277777778,0.722222222,0.722222222,0.722222222,0.722222222,1,1,0.722222222,0.722222222,-0.131363797,-0.452393038,-0.316134067,-0.205150375,-0.093845863,-0.149635612,0.482742695,0.156882589,2,0.375909832
412,412,11/12/2017,NEO,0.03030303,0.375909832,0.593716,0,8,0.277777778,0.722222222,0.722222222,0.722222222,0.722222222,1,1,0.722222222,0.722222222,-0.131363797,-0.452393038,-0.316134067,-0.205150375,-0.093845863,-0.149635612,0.482742695,0.156882589,2,0.375909832
413,413,11/12/2017,XMR,0.03030303,0.11279542,0.180406,0,7,0.111111111,0.333333333,0.111111111,0.555555556,0.555555556,0.588235294,0.25,0.222222222,0.555555556,-0.028845769,-0.452393038,-0.316134067,-0.205150375,-0.093845863,-0.149635612,0.482742695,0.156882589,2,0.11279542
414,414,11/12/2017,XRP,0.03030303,0.15756391,0.197339,0,4,0.444444444,0.222222222,0.333333333,0.111111111,0.111111111,0.588235294,0.25,0.277777778,0.111111111,0.084055326,-0.452393038,-0.316134067,-0.205150375,-0.093845863,-0.149635612,0.482742695,0.156882589,3,0.15756391
415,415,11/19/2017,BCH,0.03030303,0.392633392,1172.05,0,3,0.888888889,0.235294118,0.823529412,1,1,0.5,0.529411765,0.529411765,1,0.992835356,-0.428488984,0.11302986,0.262503703,0.323832759,0.288071436,0.59772288,0.217930512,3,0.392633392
416,416,11/19/2017,BTC,0.03030303,0.149301542,8036.49,0,1,1,0.823529412,0.117647059,0.555555556,0.444444444,1,1,0.470588235,0.5,0.765838803,-0.428488984,0.11302986,0.262503703,0.323832759,0.288071436,0.59772288,0.217930512,2,0.149301542
417,417,11/19/2017,DASH,0.03030303,0.34031798,442.31,0,6,0.444444444,0.117647059,0.705882353,0.666666667,0.888888889,1,0.117647059,0.411764706,0.777777778,1.115590889,-0.428488984,0.11302986,0.262503703,0.323832759,0.288071436,0.59772288,0.217930512,3,0.34031798
418,418,11/19/2017,ETH,0.03030303,0.285160484,354.39,0,2,0.777777778,0.470588235,0.470588235,0.333333333,0.222222222,1,0.529411765,0.470588235,0.277777778,0.724110574,-0.428488984,0.11302986,0.262503703,0.323832759,0.288071436,0.59772288,0.217930512,2,0.285160484
419,419,11/19/2017,LTC,0.03030303,0.182577612,71.59,0,5,0.555555556,0.705882353,0.588235294,0.444444444,0.333333333,1,1,0.647058824,0.388888889,0.804291298,-0.428488984,0.11302986,0.262503703,0.323832759,0.288071436,0.59772288,0.217930512,3,0.182577612
420,420,11/19/2017,MIOTA,0.03030303,-0.026611671,0.864638,0,8,0.277777778,1,1,0.833333333,0.722222222,0.214285714,0.529411765,1,0.777777778,0.380631628,-0.428488984,0.11302986,0.262503703,0.323832759,0.288071436,0.59772288,0.217930512,1,-0.026611671
421,421,11/19/2017,NEO,0.03030303,-0.026611671,0.864638,0,7,0.277777778,1,1,0.833333333,0.722222222,0.214285714,0.529411765,1,0.777777778,0.380631628,-0.428488984,0.11302986,0.262503703,0.323832759,0.288071436,0.59772288,0.217930512,1,-0.026611671
422,422,11/19/2017,XMR,0.03030303,0.057437876,0.201947,0,9,0.111111111,0.352941176,0.235294118,0.222222222,0.555555556,0.5,0.529411765,0.294117647,0.388888889,0.527841517,-0.428488984,0.11302986,0.262503703,0.323832759,0.288071436,0.59772288,0.217930512,1,0.057437876
423,423,11/19/2017,XRP,0.03030303,0.074234733,0.231016,0,4,0.666666667,0.588235294,0.352941176,0.111111111,0.111111111,1,0.529411765,0.470588235,0.111111111,0.566086901,-0.428488984,0.11302986,0.262503703,0.323832759,0.288071436,0.59772288,0.217930512,2,0.074234733
424,424,11/26/2017,BCH,0.03030303,-0.106746796,1735.66,0,3,0.888888889,0.888888889,0.333333333,0.888888889,0.888888889,1,1,0.611111111,0.888888889,-1.022326938,-0.697414729,-0.050557036,-0.094768513,-0.158955083,-0.279824544,0.273581295,-0.433599598,1,-0.106746796
425,425,11/26/2017,BTC,0.03030303,0.193559756,9330.55,0,1,1,0.444444444,1,0.222222222,0.333333333,0.25,0.4375,0.722222222,0.277777778,-0.555868336,-0.697414729,-0.050557036,-0.094768513,-0.158955083,-0.279824544,0.273581295,-0.433599598,2,0.193559756
426,426,11/26/2017,BTG,0.03030303,-0.134408105,366.79,0,5,0.555555556,1,0.555555556,1,1,1,1,0.777777778,1,-1.139243871,-0.697414729,-0.050557036,-0.094768513,-0.158955083,-0.279824544,0.273581295,-0.433599598,1,-0.134408105
427,427,11/26/2017,DASH,0.03030303,0.212605937,621.62,0,6,0.444444444,0.777777778,0.111111111,0.666666667,0.777777778,1,0.4375,0.444444444,0.722222222,-0.650980396,-0.697414729,-0.050557036,-0.094768513,-0.158955083,-0.279824544,0.273581295,-0.433599598,2,0.212605937
428,428,11/26/2017,ETH,0.03030303,-0.011694792,471.33,0,2,0.777777778,0.666666667,0.888888889,0.555555556,0.444444444,0.25,0.4375,0.777777778,0.5,-0.754483118,-0.697414729,-0.050557036,-0.094768513,-0.158955083,-0.279824544,0.273581295,-0.433599598,1,-0.011694792
429,429,11/26/2017,LTC,0.03030303,0.164158455,85.93,0,7,0.666666667,0.555555556,0.777777778,0.444444444,0.555555556,1,0.4375,0.666666667,0.5,-0.473321014,-0.697414729,-0.050557036,-0.094768513,-0.158955083,-0.279824544,0.273581295,-0.433599598,2,0.164158455
430,430,11/26/2017,NEO,0.03030303,0.803327805,0.841932,0,9,0.222222222,0.111111111,0.666666667,0.777777778,0.666666667,1,0.4375,0.388888889,0.722222222,-0.206992644,-0.697414729,-0.050557036,-0.094768513,-0.158955083,-0.279824544,0.273581295,-0.433599598,3,0.803327805
431,431,11/26/2017,XMR,0.03030303,0.254649684,0.213886,0,8,0.111111111,0.222222222,0.222222222,0.333333333,0.222222222,1,0.4375,0.222222222,0.277777778,-0.149247333,-0.697414729,-0.050557036,-0.094768513,-0.158955083,-0.279824544,0.273581295,-0.433599598,3,0.254649684
432,432,11/26/2017,XRP,0.03030303,0.01491922,0.248818,0,4,0.333333333,0.333333333,0.444444444,0.111111111,0.111111111,1,1,0.388888889,0.111111111,-0.443151184,-0.697414729,-0.050557036,-0.094768513,-0.158955083,-0.279824544,0.273581295,-0.433599598,3,0.01491922
433,433,12/3/2017,ADA,0.03030303,-0.178307077,0.131807,0,9,0.111111111,1,1,1,1,1,1,1,1,0.032396642,0.065889151,0.019752199,0.206073602,-0.102137547,-0.095850917,-0.08119966,-0.075981102,3,-0.178307077
434,434,12/3/2017,BCH,0.03030303,-0.164686155,1559.93,0,3,0.777777778,0.222222222,0.333333333,0.666666667,0.666666667,0.533333333,1,0.277777778,0.666666667,-0.028770784,0.065889151,0.019752199,0.206073602,-0.102137547,-0.095850917,-0.08119966,-0.075981102,2,-0.164686155
435,435,12/3/2017,BTC,0.03030303,0.311104739,11323.2,0,1,1,0.666666667,0.444444444,0.111111111,0.111111111,0.2,1,0.555555556,0.111111111,-0.027967728,0.065889151,0.019752199,0.206073602,-0.102137547,-0.095850917,-0.08119966,-0.075981102,2,0.311104739
436,436,12/3/2017,BTG,0.03030303,-0.337227215,320.66,0,7,0.222222222,0.111111111,0.888888889,0.444444444,0.888888889,0.533333333,1,0.5,0.666666667,-0.093609724,0.065889151,0.019752199,0.206073602,-0.102137547,-0.095850917,-0.08119966,-0.075981102,1,-0.337227215
