,date,ccy,place,close,ret,agg_volume,vol1,vol2,mom1,mom2,kdbd,rsibd,weight,agg_rate
56,2017-02-12,XRP,3,0.006268999999999999,-0.06440028429510569,5266957.0,0.008119348312582953,0.012453437797021313,-0.026855013970816573,-0.020774757888159967,1.0,2.0,0.030303030303030307,0
57,2017-02-12,LTC,4,3.76,0.0,53822670.0,0.02062827438489242,0.02037566789461225,-0.06930693069306937,-0.023376623376623492,1.0,3.0,0.030303030303030307,0
58,2017-02-12,XMR,5,0.0069,-0.08275168765837915,2027096.0000000002,0.07606334733742035,0.07588118371231048,0.07998121771795286,0.3361735089078233,3.0,3.0,0.030303030303030307,0
59,2017-02-12,DASH,6,16.91,0.28782990303819833,9627980.0,0.0232570693510172,0.027861378620391127,-0.008792497069167515,0.0902643455834946,3.0,2.0,0.030303030303030307,0
60,2017-02-12,ETC,7,1.23,-0.008163310639160953,14340620.0,0.056473181414498634,0.04206931194709637,-0.1151079136690647,-0.053846153846153884,4.0,3.0,0.030303030303030307,0
61,2017-02-12,MAID,8,1.23,-0.008163310639160953,14340620.0,0.056473181414498634,0.04206931194709637,-0.1151079136690647,-0.053846153846153884,4.0,3.0,0.030303030303030307,0
62,2017-02-12,XEM,9,0.14246199999999998,-0.1794897262692121,442755.1000000001,0.023194964830180517,0.02428465051076987,-0.10888847188340543,-0.1248026441081973,1.0,3.0,0.030303030303030307,0
63,2017-02-19,BTC,1,1047.87,0.10613321370013562,763560200.0,0.011297015414525416,0.022248985875172756,0.04872995856602413,0.01998364708859768,5.0,3.0,0.030303030303030307,0
64,2017-02-19,ETH,2,12.76,0.1292117314800061,135401570.0,0.057537577088436875,0.04181472338412896,0.119298245614035,0.1242290748898678,3.0,3.0,0.030303030303030307,0
65,2017-02-19,XRP,3,0.005878,-0.035851098964834634,7227438.0,0.03528917128764913,0.024754526940712788,-0.0623703940022331,-0.08755045017075436,5.0,2.0,0.030303030303030307,0
66,2017-02-19,LTC,4,3.76,0.018445845790751703,25303330.0,0.010918973302894895,0.016726288685724306,0.0,-0.06930693069306937,3.0,2.0,0.030303030303030307,0
67,2017-02-19,XMR,5,0.006352,0.014845182383647959,1321557.0000000005,0.04272417237336408,0.0604391242532064,-0.07942028985507242,-0.005791203631241193,4.0,2.0,0.030303030303030307,0
68,2017-02-19,DASH,6,22.55,0.22039031896975336,20672670.0,0.0354236717842087,0.03622647408926498,0.3335304553518628,0.32180539273153586,3.0,1.0,0.030303030303030307,0
69,2017-02-19,ETC,7,1.22,0.024292692569044597,7833307.0,0.025673877428327233,0.042985285864425,-0.008130081300813052,-0.1223021582733812,3.0,2.0,0.030303030303030307,0
70,2017-02-19,MAID,8,1.22,0.024292692569044597,7833307.0,0.025673877428327233,0.042985285864425,-0.008130081300813052,-0.1223021582733812,3.0,2.0,0.030303030303030307,0
71,2017-02-19,XEM,9,0.119055,-0.08173593548370439,673937.6000000001,0.037980399518269536,0.030606111438311226,-0.16430346337970814,-0.2553011822105462,3.0,3.0,0.030303030303030307,0
72,2017-02-26,BTC,1,1165.2,0.08385386266888517,1209106992.0,0.02325393369326697,0.01809186043037057,0.1119699962781644,0.1661562481234613,3.0,3.0,0.030303030303030307,0
73,2017-02-26,ETH,2,14.52,0.2845780865141898,111476700.0,0.03273422586009317,0.044988958881192725,0.13793103448275867,0.2736842105263157,5.0,1.0,0.030303030303030307,0
74,2017-02-26,XRP,3,0.005671,0.07766613547170388,5071083.0,0.013451186891422624,0.025743973930049225,-0.03521605988431453,-0.09539001435635663,3.0,3.0,0.030303030303030307,0
75,2017-02-26,DASH,4,28.11,0.4088980798135355,37899690.0,0.05528772780318147,0.044888134732550385,0.24656319290465634,0.6623299822590183,3.0,1.0,0.030303030303030307,0
76,2017-02-26,LTC,5,3.83,0.018111749943045874,29073430.0,0.004534368788183396,0.008147724486435599,0.018617021276595924,0.018617021276595924,3.0,2.0,0.030303030303030307,0
77,2017-02-26,XMR,6,0.006447,0.5645450095736289,923242.2000000004,0.04215853520873555,0.041413997786260495,0.014955919395466031,-0.06565217391304358,3.0,2.0,0.030303030303030307,0
78,2017-02-26,ETC,7,1.25,0.11332868530700313,8876761.0,0.01813445083899906,0.02148931761926051,0.024590163934426142,0.016260162601626105,2.0,2.0,0.030303030303030307,0
79,2017-02-26,MAID,8,1.25,0.11332868530700313,8876761.0,0.01813445083899906,0.02148931761926051,0.024590163934426142,0.016260162601626105,2.0,2.0,0.030303030303030307,0
80,2017-02-26,XEM,9,0.109711,-0.10211381372612084,801720.6,0.08642777749817965,0.06454347743127369,-0.07848473394649537,-0.2298928837163594,3.0,2.0,0.030303030303030307,0
81,2017-03-05,BTC,1,1267.12,-0.03676524175123497,1546994008.0,0.016512519753686186,0.019445995055314497,0.08746996223824223,0.20923396986267373,3.0,3.0,0.030303030303030307,0
82,2017-03-05,ETH,2,19.3,0.19433886879797235,375722104.0,0.04728384929328669,0.04073171590043045,0.3292011019283747,0.5125391849529781,3.0,1.0,0.030303030303030307,0
83,2017-03-05,DASH,3,42.31,0.5998203788141891,179464880.0,0.12205853929184682,0.09209875385779746,0.505158306652437,0.8762749445676274,1.0,3.0,0.030303030303030307,0
84,2017-03-05,XRP,4,0.006129,0.02034953941527995,12897486.0,0.0490511083674566,0.03556371762253871,0.0807617704108623,0.04270159918339567,5.0,2.0,0.030303030303030307,0
85,2017-03-05,XMR,5,0.011338,-0.13623140309659476,3363250.0000000005,0.061766867537506334,0.06512620433534201,0.7586474329145338,0.7849496221662466,5.0,1.0,0.030303030303030307,0
86,2017-03-05,LTC,6,3.9,-0.015504186535965081,35370500.0,0.014369386144955656,0.010236610480939438,0.018276762402088757,0.037234042553191626,3.0,3.0,0.030303030303030307,0
87,2017-03-05,ETC,7,1.4,0.014184634991956437,19220170.0,0.05450514774662293,0.039578801685763984,0.11999999999999987,0.14754098360655732,3.0,3.0,0.030303030303030307,0
88,2017-03-05,XEM,8,0.099061,-0.3166836629550711,602554.3,0.0543167736264599,0.06936530777917534,-0.09707321964069228,-0.1679391877703582,3.0,2.0,0.030303030303030307,0
89,2017-03-05,MAID,9,1.4,0.014184634991956437,19220170.0,0.05450514774662293,0.039578801685763984,0.11999999999999987,0.14754098360655732,3.0,3.0,0.030303030303030307,0
90,2017-03-12,BTC,1,1221.38,-0.16390019244984444,2064090976.0,0.048815499592913904,0.03613320429041725,-0.03609760717216981,0.04821489872983187,3.0,2.0,0.030303030303030307,0
91,2017-03-12,ETH,2,23.44,0.6464239913531715,377413692.0,0.08394986781707703,0.06579788834313338,0.21450777202072532,0.6143250688705235,5.0,3.0,0.030303030303030307,0
92,2017-03-12,DASH,3,77.08,0.3394147487608894,176572130.0,0.1518006791987152,0.13308587896362467,0.8217915386433465,1.7420846673781574,5.0,1.0,0.030303030303030307,0
93,2017-03-12,XMR,4,0.009894,0.5099155675830538,5076059.0,0.07401917376952041,0.08359314859248257,-0.12735932263185745,0.534667287110284,1.0,3.0,0.030303030303030307,0
94,2017-03-12,XRP,5,0.006255,0.0998778875828803,15916640.0,0.0357529749906346,0.04145467896118777,0.0205580029368575,0.10298007406101227,3.0,2.0,0.030303030303030307,0
95,2017-03-12,LTC,6,3.84,0.030771658666753687,31627510.0,0.017635038122112444,0.015653850545588953,-0.015384615384615441,0.0026109660574411553,5.0,2.0,0.030303030303030307,0
96,2017-03-12,ETC,7,1.42,0.3016683144265208,16078270.0,0.04286174788782441,0.04767659768696418,0.014285714285714237,0.1359999999999999,5.0,3.0,0.030303030303030307,0
97,2017-03-12,XEM,8,0.072172,1.0095784419124405,603350.8999999999,0.05458055982984785,0.05467715287743822,-0.2714388104299371,-0.3421625908067558,3.0,3.0,0.030303030303030307,0
98,2017-03-12,REP,9,0.140575,0.11406518392443955,148709.88000000056,0.061291201374638025,0.06779527659734162,0.1545537422899712,0.22254013532082184,5.0,3.0,0.030303030303030307,0
99,2017-03-19,BTC,1,1036.74,-0.06992755535477801,3296504976.0,0.06270722232035736,0.054804136221285424,-0.15117326303034284,-0.18181387713870825,1.0,2.0,0.030303030303030307,0
100,2017-03-19,ETH,2,44.74,0.121501341420307,1981191000.0,0.2124771676343412,0.15878466363993046,0.908703071672355,1.3181347150259066,3.0,3.0,0.030303030303030307,0
101,2017-03-19,DASH,3,108.23,-0.14490774735625678,360295900.0,0.08253809633855416,0.1189633268489298,0.4041255838090296,1.5580241077759394,3.0,1.0,0.030303030303030307,0
102,2017-03-19,XMR,4,0.016475,-0.1971563922815136,7314663.0,0.11836525545798444,0.1062496628998304,0.6651505963210027,0.4530781442935263,5.0,1.0,0.030303030303030307,0
103,2017-03-19,XRP,5,0.006912000000000001,0.3227584256759561,24064300.0,0.04226035906777981,0.038065780570232015,0.10503597122302157,0.1277533039647578,3.0,3.0,0.030303030303030307,0
104,2017-03-19,LTC,6,3.96,0.02493894834725197,79017460.0,0.0422728374057704,0.031306039108537666,0.03125,0.015384615384615332,1.0,2.0,0.030303030303030307,0
105,2017-03-19,ETC,7,1.92,0.18492233849401207,80547170.0,0.11951597569520175,0.08885187969852021,0.35211267605633795,0.37142857142857133,3.0,3.0,0.030303030303030307,0
106,2017-03-19,XEM,8,0.198072,-0.1583591744359285,12119520.0,0.14762734687923745,0.14525257160770855,1.7444438286316024,0.999495260496058,3.0,1.0,0.030303030303030307,0
107,2017-03-19,REP,9,0.15755999999999998,0.017764601730843488,404861.30000000057,0.05974748294929999,0.0581913471826938,0.1208251822870352,0.2940529086623356,3.0,3.0,0.030303030303030307,0
108,2017-03-26,BTC,1,966.72,0.13112734458971256,2483811008.0,0.057188888979278485,0.058076450933107836,-0.06753863070779552,-0.2085018585534396,3.0,2.0,0.030303030303030307,0
109,2017-03-26,ETH,2,50.52,-0.035664100038434565,1087606416.0,0.08152469346865104,0.15943135335858286,0.1291908806437192,1.1552901023890785,3.0,3.0,0.030303030303030307,0
110,2017-03-26,DASH,3,93.63,-0.4950722604021811,204650300.0,0.044894416371952135,0.07323468754196029,-0.13489790261480186,0.21471198754540727,3.0,2.0,0.030303030303030307,0
111,2017-03-26,XRP,4,0.009545,1.85745957319356,64716610.0,0.1574274719990948,0.1119630255123006,0.3809317129629628,0.5259792166266986,3.0,3.0,0.030303030303030307,0
112,2017-03-26,XMR,5,0.013527,0.17326164037481995,8391489.0,0.09056773753620713,0.1140134475903076,-0.17893778452200304,0.36719223771983023,3.0,2.0,0.030303030303030307,0
113,2017-03-26,ETC,6,2.31,0.13353139262452265,78281140.0,0.0930880610370646,0.10328090069048823,0.203125,0.6267605633802817,3.0,3.0,0.030303030303030307,0
114,2017-03-26,LTC,7,4.06,0.6452187139879948,42682480.0,0.014622832984791724,0.030391484380965308,0.025252525252525082,0.057291666666666526,3.0,2.0,0.030303030303030307,0
115,2017-03-26,XEM,8,0.16906300000000002,-0.026346173713302168,5891416.0,0.113551370647555,0.15331231233709885,-0.14645684397592784,1.3425012470210058,3.0,2.0,0.030303030303030307,0
116,2017-03-26,REP,9,0.160384,0.2477777657655187,636289.6000000007,0.042906933004313016,0.05048001443800625,0.017923330794618053,0.1409141027921037,1.0,2.0,0.030303030303030307,0
117,2017-04-02,BTC,1,1102.17,0.07488082353750514,2601401984.0,0.03233217752026122,0.04705397448886108,0.140112959285005,0.06311129116268299,5.0,2.0,0.030303030303030307,0
118,2017-04-02,ETH,2,48.75,-0.11924564320706255,827088896.0,0.0328320456803764,0.060833738513626084,-0.03503562945368177,0.08962896736700943,1.0,2.0,0.030303030303030307,0
119,2017-04-02,XRP,3,0.06115900000000001,-0.5865284434035556,366592560.0,0.3760815476472717,0.2994303173770101,5.407438449449974,7.848234953703704,3.0,1.0,0.030303030303030307,0
120,2017-04-02,DASH,4,57.07,0.12548261695823815,196700200.0,0.06314564892989936,0.05868790806291526,-0.3904731389511909,-0.4726970340940589,1.0,3.0,0.030303030303030307,0
121,2017-04-02,LTC,5,7.74,0.11807010326277555,454386228.0,0.19075867096044336,0.13786786160802755,0.9064039408866996,0.9545454545454546,5.0,1.0,0.030303030303030307,0
122,2017-04-02,XMR,6,0.016086000000000003,0.21853266396266013,6795744.0,0.08899995198597772,0.09052909397971463,0.18917720115324926,-0.023611532625189446,3.0,3.0,0.030303030303030307,0
123,2017-04-02,ETC,7,2.64,0.0,81409850.0,0.09052159538910493,0.08829405546146296,0.1428571428571428,0.3750000000000002,3.0,3.0,0.030303030303030307,0
124,2017-04-02,XEM,8,0.164667,-0.06498760890776079,4276704.0,0.06767828450377926,0.09033714646683087,-0.026002141213630536,-0.1686507936507936,3.0,2.0,0.030303030303030307,0
125,2017-04-02,REP,9,0.20548,-0.08433741085070268,2367635.0000000005,0.08657148901575147,0.06781919947974982,0.2811751795690345,0.3041381061183044,3.0,3.0,0.030303030303030307,0
126,2017-04-09,BTC,1,1187.87,-0.0041589221456224115,2711437088.0,0.02367301507755372,0.02754110855500633,0.07775570011885624,0.2287632406487916,3.0,3.0,0.030303030303030307,0
127,2017-04-09,ETH,2,43.27,0.11863006916484807,825690496.0,0.04649847976255026,0.03916366260109684,-0.11241025641025636,-0.14350752177355494,3.0,2.0,0.030303030303030307,0
128,2017-04-09,XRP,3,0.03402,-0.016538120332243892,392016196.0,0.2485110354290056,0.3558109673995977,-0.4437449925603755,2.564169722367732,1.0,2.0,0.030303030303030307,0
129,2017-04-09,DASH,4,64.7,0.1522500007570402,160719990.0,0.07860054166196945,0.08250819068884048,0.13369546171368496,-0.3089821638363771,5.0,2.0,0.030303030303030307,0
130,2017-04-09,LTC,5,8.71,0.20670609359524586,899738996.0,0.14117894187883875,0.16589411836750995,0.12532299741602082,1.1453201970443354,3.0,2.0,0.030303030303030307,0
131,2017-04-09,XMR,6,0.020015,0.18631059225058166,8273700.0,0.10671165960543058,0.09446065884143147,0.24424965808777802,0.4796333259407113,3.0,3.0,0.030303030303030307,0
132,2017-04-09,ETC,7,2.64,-0.0037950709685516952,50970420.0,0.02629798102106986,0.06480032932915605,0.0,0.1428571428571428,3.0,2.0,0.030303030303030307,0
133,2017-04-09,XEM,8,0.154306,0.33428773182812943,2580148.0,0.057963510347338085,0.06060424374159808,-0.0629209252612849,-0.0872869876909792,3.0,2.0,0.030303030303030307,0
134,2017-04-09,REP,9,0.188861,0.016879832291403885,671082.9000000006,0.03159123125782055,0.06727348207920572,-0.08087891765621967,0.17755511771747812,3.0,2.0,0.030303030303030307,0
135,2017-04-16,BTC,1,1182.94,0.020309046870972125,1714353040.0,0.013060884233338609,0.019279771033709092,-0.004150285805685661,0.07328270593465612,1.0,3.0,0.030303030303030307,0
136,2017-04-16,ETH,2,48.72,-0.004732032284380683,516836496.0,0.04613970762502732,0.04786813840263483,0.12595331638548646,-0.0006153846153846843,5.0,2.0,0.030303030303030307,0
137,2017-04-16,XRP,3,0.033462,-0.06749549162144762,72445290.0,0.021382403899578947,0.17464161246226953,-0.016402116402116532,-0.4528687519416603,3.0,2.0,0.030303030303030307,0
138,2017-04-16,DASH,4,75.34,-0.08950017265879051,119704300.0,0.05994026121600302,0.06718313573008979,0.1644513137557959,0.3201331697914842,5.0,2.0,0.030303030303030307,0
139,2017-04-16,LTC,5,10.71,0.26358452087272033,481948504.0,0.08121711133602905,0.11084550713585296,0.2296211251435132,0.38372093023255816,3.0,3.0,0.030303030303030307,0
140,2017-04-16,XMR,6,0.024114,0.2653201889758434,8045635.0,0.047522162594902814,0.07939606993050381,0.2047964026979765,0.49906751212234207,3.0,3.0,0.030303030303030307,0
141,2017-04-16,ETC,7,2.63,0.29714288095600994,31004520.0,0.01990150754325668,0.02240698998805111,-0.003787878787878896,-0.003787878787878896,3.0,2.0,0.030303030303030307,0
142,2017-04-16,XEM,8,0.21555700000000005,0.05657190560048386,3885665.0,0.07499554233394055,0.07086921825426203,0.3969450313014402,0.3090479573927989,5.0,1.0,0.030303030303030307,0
143,2017-04-16,REP,9,0.192076,-0.09333375067125592,1153441.4000000006,0.04510757008258595,0.03815754120769559,0.017023101646184147,-0.06523262604633062,3.0,2.0,0.030303030303030307,0
144,2017-04-23,BTC,1,1207.21,0.1102284947178358,1907337008.0,0.012790142594259778,0.012550849288062816,0.02051667878337016,0.0162812428969501,3.0,2.0,0.030303030303030307,0
145,2017-04-23,ETH,2,48.49,0.4883433938659834,397283592.0,0.03288860821883042,0.03956514966501425,-0.004720853858784846,0.12063785532701644,1.0,2.0,0.030303030303030307,0
146,2017-04-23,XRP,3,0.031278,0.5007423471873835,98062040.0,0.054516843179672834,0.03996270914075328,-0.06526806526806528,-0.08059964726631398,3.0,2.0,0.030303030303030307,0
147,2017-04-23,LTC,4,13.94,0.11953504693515216,755229696.0,0.07506336322208745,0.07525109177171113,0.3015873015873014,0.6004592422502868,5.0,1.0,0.030303030303030307,0
148,2017-04-23,DASH,5,68.89,0.2843742415154153,73931150.0,0.016777736621489608,0.045926759936985834,-0.08561189275285375,0.06476043276661514,3.0,2.0,0.030303030303030307,0
149,2017-04-23,ETC,6,3.54,0.6107476487928785,94189670.0,0.05067569960975392,0.04319313639238704,0.3460076045627376,0.34090909090909083,5.0,1.0,0.030303030303030307,0
150,2017-04-23,XEM,7,0.22810300000000006,0.1976223732200717,6874578.0,0.08091897719054011,0.07772846185043226,0.058202702765393736,0.4782510077378717,1.0,3.0,0.030303030303030307,0
151,2017-04-23,XMR,8,0.031441000000000004,0.48304597006566,24574960.0,0.10147654390719513,0.0763498846067514,0.3038483868292279,0.5708718461154134,1.0,3.0,0.030303030303030307,0
152,2017-04-23,REP,9,0.17496,0.7218216172760741,1926753.000000001,0.03947422925373308,0.04153320376979278,-0.08911056040317368,-0.07360439688448117,3.0,2.0,0.030303030303030307,0
153,2017-04-30,BTC,1,1347.89,0.1694048554746006,2620499984.0,0.012777566083118159,0.013974316763388459,0.11653316324417462,0.13944071550543558,3.0,1.0,0.030303030303030307,0
